PING 192.168.40.2 (192.168.40.2) 56(84) bytes of data.
64 bytes from 192.168.40.2: icmp_seq=1 ttl=63 time=0.041 ms
64 bytes from 192.168.40.2: icmp_seq=2 ttl=63 time=1529 ms
64 bytes from 192.168.40.2: icmp_seq=3 ttl=63 time=1553 ms
64 bytes from 192.168.40.2: icmp_seq=4 ttl=63 time=3639 ms
64 bytes from 192.168.40.2: icmp_seq=5 ttl=63 time=4310 ms
64 bytes from 192.168.40.2: icmp_seq=6 ttl=63 time=5671 ms
64 bytes from 192.168.40.2: icmp_seq=7 ttl=63 time=6825 ms
64 bytes from 192.168.40.2: icmp_seq=8 ttl=63 time=6826 ms
64 bytes from 192.168.40.2: icmp_seq=9 ttl=63 time=6952 ms
64 bytes from 192.168.40.2: icmp_seq=10 ttl=63 time=6664 ms
64 bytes from 192.168.40.2: icmp_seq=11 ttl=63 time=6691 ms
64 bytes from 192.168.40.2: icmp_seq=12 ttl=63 time=5695 ms
64 bytes from 192.168.40.2: icmp_seq=13 ttl=63 time=4684 ms
64 bytes from 192.168.40.2: icmp_seq=14 ttl=63 time=3688 ms
64 bytes from 192.168.40.2: icmp_seq=15 ttl=63 time=2695 ms
64 bytes from 192.168.40.2: icmp_seq=16 ttl=63 time=1703 ms
64 bytes from 192.168.40.2: icmp_seq=17 ttl=63 time=701 ms
64 bytes from 192.168.40.2: icmp_seq=18 ttl=63 time=7179 ms
64 bytes from 192.168.40.2: icmp_seq=19 ttl=63 time=9103 ms
64 bytes from 192.168.40.2: icmp_seq=20 ttl=63 time=9597 ms
64 bytes from 192.168.40.2: icmp_seq=21 ttl=63 time=11284 ms
64 bytes from 192.168.40.2: icmp_seq=22 ttl=63 time=11922 ms
64 bytes from 192.168.40.2: icmp_seq=23 ttl=63 time=12600 ms
64 bytes from 192.168.40.2: icmp_seq=24 ttl=63 time=13188 ms
64 bytes from 192.168.40.2: icmp_seq=25 ttl=63 time=14252 ms
64 bytes from 192.168.40.2: icmp_seq=26 ttl=63 time=16006 ms
