PING 192.168.30.2 (192.168.30.2) 56(84) bytes of data.
64 bytes from 192.168.30.2: icmp_seq=1 ttl=63 time=0.026 ms
64 bytes from 192.168.30.2: icmp_seq=2 ttl=63 time=697 ms
64 bytes from 192.168.30.2: icmp_seq=3 ttl=63 time=740 ms
64 bytes from 192.168.30.2: icmp_seq=4 ttl=63 time=808 ms
64 bytes from 192.168.30.2: icmp_seq=5 ttl=63 time=855 ms
64 bytes from 192.168.30.2: icmp_seq=6 ttl=63 time=923 ms
64 bytes from 192.168.30.2: icmp_seq=7 ttl=63 time=1146 ms
64 bytes from 192.168.30.2: icmp_seq=8 ttl=63 time=1443 ms
64 bytes from 192.168.30.2: icmp_seq=9 ttl=63 time=1810 ms
64 bytes from 192.168.30.2: icmp_seq=10 ttl=63 time=2374 ms
64 bytes from 192.168.30.2: icmp_seq=11 ttl=63 time=2869 ms
64 bytes from 192.168.30.2: icmp_seq=12 ttl=63 time=3353 ms
64 bytes from 192.168.30.2: icmp_seq=13 ttl=63 time=3857 ms
64 bytes from 192.168.30.2: icmp_seq=14 ttl=63 time=4340 ms
64 bytes from 192.168.30.2: icmp_seq=15 ttl=63 time=4895 ms
64 bytes from 192.168.30.2: icmp_seq=16 ttl=63 time=5361 ms
64 bytes from 192.168.30.2: icmp_seq=17 ttl=63 time=5851 ms
64 bytes from 192.168.30.2: icmp_seq=18 ttl=63 time=6374 ms
64 bytes from 192.168.30.2: icmp_seq=19 ttl=63 time=6862 ms
64 bytes from 192.168.30.2: icmp_seq=20 ttl=63 time=7372 ms
64 bytes from 192.168.30.2: icmp_seq=21 ttl=63 time=7871 ms
64 bytes from 192.168.30.2: icmp_seq=22 ttl=63 time=8432 ms
64 bytes from 192.168.30.2: icmp_seq=23 ttl=63 time=8905 ms
64 bytes from 192.168.30.2: icmp_seq=24 ttl=63 time=9419 ms
64 bytes from 192.168.30.2: icmp_seq=25 ttl=63 time=9933 ms
64 bytes from 192.168.30.2: icmp_seq=26 ttl=63 time=10399 ms
64 bytes from 192.168.30.2: icmp_seq=27 ttl=63 time=10920 ms
64 bytes from 192.168.30.2: icmp_seq=28 ttl=63 time=11415 ms
