PING 192.168.70.2 (192.168.70.2) 56(84) bytes of data.
64 bytes from 192.168.70.2: icmp_seq=1 ttl=63 time=0.024 ms
64 bytes from 192.168.70.2: icmp_seq=2 ttl=63 time=1455 ms
64 bytes from 192.168.70.2: icmp_seq=3 ttl=63 time=2234 ms
64 bytes from 192.168.70.2: icmp_seq=4 ttl=63 time=2703 ms
64 bytes from 192.168.70.2: icmp_seq=5 ttl=63 time=2780 ms
64 bytes from 192.168.70.2: icmp_seq=6 ttl=63 time=2882 ms
64 bytes from 192.168.70.2: icmp_seq=7 ttl=63 time=3067 ms
64 bytes from 192.168.70.2: icmp_seq=8 ttl=63 time=3442 ms
64 bytes from 192.168.70.2: icmp_seq=9 ttl=63 time=3866 ms
64 bytes from 192.168.70.2: icmp_seq=10 ttl=63 time=4462 ms
64 bytes from 192.168.70.2: icmp_seq=11 ttl=63 time=4833 ms
64 bytes from 192.168.70.2: icmp_seq=12 ttl=63 time=5307 ms
64 bytes from 192.168.70.2: icmp_seq=13 ttl=63 time=5871 ms
64 bytes from 192.168.70.2: icmp_seq=14 ttl=63 time=6362 ms
64 bytes from 192.168.70.2: icmp_seq=15 ttl=63 time=6924 ms
64 bytes from 192.168.70.2: icmp_seq=16 ttl=63 time=7482 ms
64 bytes from 192.168.70.2: icmp_seq=17 ttl=63 time=7925 ms
64 bytes from 192.168.70.2: icmp_seq=18 ttl=63 time=8444 ms
64 bytes from 192.168.70.2: icmp_seq=19 ttl=63 time=9006 ms
64 bytes from 192.168.70.2: icmp_seq=20 ttl=63 time=9473 ms
64 bytes from 192.168.70.2: icmp_seq=21 ttl=63 time=10033 ms
64 bytes from 192.168.70.2: icmp_seq=22 ttl=63 time=10454 ms
64 bytes from 192.168.70.2: icmp_seq=23 ttl=63 time=10964 ms
64 bytes from 192.168.70.2: icmp_seq=24 ttl=63 time=11442 ms
64 bytes from 192.168.70.2: icmp_seq=25 ttl=63 time=11962 ms
64 bytes from 192.168.70.2: icmp_seq=26 ttl=63 time=12424 ms
64 bytes from 192.168.70.2: icmp_seq=27 ttl=63 time=12985 ms
64 bytes from 192.168.70.2: icmp_seq=28 ttl=63 time=13555 ms
64 bytes from 192.168.70.2: icmp_seq=29 ttl=63 time=14079 ms
