PING 192.168.10.2 (192.168.10.2) 56(84) bytes of data.
64 bytes from 192.168.10.2: icmp_seq=1 ttl=63 time=922 ms
64 bytes from 192.168.10.2: icmp_seq=2 ttl=63 time=1541 ms
64 bytes from 192.168.10.2: icmp_seq=3 ttl=63 time=1710 ms
64 bytes from 192.168.10.2: icmp_seq=4 ttl=63 time=3319 ms
64 bytes from 192.168.10.2: icmp_seq=5 ttl=63 time=4635 ms
64 bytes from 192.168.10.2: icmp_seq=6 ttl=63 time=5874 ms
64 bytes from 192.168.10.2: icmp_seq=7 ttl=63 time=6985 ms
64 bytes from 192.168.10.2: icmp_seq=8 ttl=63 time=6364 ms
64 bytes from 192.168.10.2: icmp_seq=9 ttl=63 time=7296 ms
64 bytes from 192.168.10.2: icmp_seq=10 ttl=63 time=6726 ms
64 bytes from 192.168.10.2: icmp_seq=11 ttl=63 time=6755 ms
64 bytes from 192.168.10.2: icmp_seq=12 ttl=63 time=5767 ms
64 bytes from 192.168.10.2: icmp_seq=13 ttl=63 time=4755 ms
64 bytes from 192.168.10.2: icmp_seq=14 ttl=63 time=3761 ms
64 bytes from 192.168.10.2: icmp_seq=15 ttl=63 time=2763 ms
64 bytes from 192.168.10.2: icmp_seq=16 ttl=63 time=1763 ms
64 bytes from 192.168.10.2: icmp_seq=17 ttl=63 time=766 ms
64 bytes from 192.168.10.2: icmp_seq=18 ttl=63 time=7251 ms
64 bytes from 192.168.10.2: icmp_seq=19 ttl=63 time=9656 ms
64 bytes from 192.168.10.2: icmp_seq=20 ttl=63 time=9771 ms
64 bytes from 192.168.10.2: icmp_seq=21 ttl=63 time=11021 ms
64 bytes from 192.168.10.2: icmp_seq=22 ttl=63 time=11703 ms
64 bytes from 192.168.10.2: icmp_seq=23 ttl=63 time=12386 ms
64 bytes from 192.168.10.2: icmp_seq=24 ttl=63 time=13258 ms
64 bytes from 192.168.10.2: icmp_seq=25 ttl=63 time=14323 ms
64 bytes from 192.168.10.2: icmp_seq=26 ttl=63 time=15604 ms
64 bytes from 192.168.10.2: icmp_seq=27 ttl=63 time=16863 ms
