"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.000985","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  44492 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=1707330421 TSecr=935599847 WS=512"
"7","0.001033","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44492 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=1707330421 TSecr=935599847"
"11","0.050102","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44492 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=1707330470 TSecr=935599847"
"13","0.112528","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44492 [ACK] Seq=1 Ack=21721 Win=39936 Len=0 TSval=1707330533 TSecr=935599847"
"15","0.171008","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=23169 Win=42496 Len=0 TSval=1707330591 TSecr=935599863"
"16","0.183383","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=24617 Win=42496 Len=0 TSval=1707330604 TSecr=935599922"
"18","0.195246","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=26065 Win=42496 Len=0 TSval=1707330615 TSecr=935600010"
"20","0.207375","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=27513 Win=42496 Len=0 TSval=1707330628 TSecr=935600030"
"23","0.219601","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=1707330640 TSecr=935600042"
"25","0.232368","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=1707330653 TSecr=935600054"
"27","0.244124","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44492 [ACK] Seq=1 Ack=31857 Win=42496 Len=0 TSval=1707330664 TSecr=935600054"
