"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.004203","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  44580 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2037545666 TSecr=1373804835 WS=512"
"7","0.004253","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44580 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2037545666 TSecr=1373804835"
"11","0.053643","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44580 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2037545716 TSecr=1373804835"
"14","0.114425","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44580 [ACK] Seq=1 Ack=21721 Win=39936 Len=0 TSval=2037545776 TSecr=1373804835"
"16","0.175117","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=23169 Win=42496 Len=0 TSval=2037545837 TSecr=1373804849"
"17","0.187821","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=24617 Win=42496 Len=0 TSval=2037545850 TSecr=1373804913"
"19","0.199585","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=26065 Win=42496 Len=0 TSval=2037545862 TSecr=1373804996"
"21","0.211370","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=27513 Win=42496 Len=0 TSval=2037545873 TSecr=1373805019"
"24","0.223425","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=2037545885 TSecr=1373805031"
"26","0.235843","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2037545898 TSecr=1373805042"
"28","0.247663","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=31857 Win=42496 Len=0 TSval=2037545910 TSecr=1373805042"
"30","0.260336","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=33305 Win=42496 Len=0 TSval=2037545922 TSecr=1373805054"
"32","0.272112","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=34753 Win=42496 Len=0 TSval=2037545934 TSecr=1373805067"
"34","0.283987","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=36201 Win=42496 Len=0 TSval=2037545946 TSecr=1373805079"
"36","0.296087","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44580 [ACK] Seq=1 Ack=39097 Win=41984 Len=0 TSval=2037545958 TSecr=1373805091"
"38","0.320320","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=40545 Win=42496 Len=0 TSval=2037545982 TSecr=1373805103"
"40","0.344638","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=43441 Win=42496 Len=0 TSval=2037546007 TSecr=1373805115"
"42","0.356676","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=46337 Win=42496 Len=0 TSval=2037546019 TSecr=1373805151"
"45","0.380974","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=49233 Win=42496 Len=0 TSval=2037546043 TSecr=1373805176"
"48","0.405442","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=52129 Win=42496 Len=0 TSval=2037546067 TSecr=1373805188"
"50","0.441751","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44580 [ACK] Seq=1 Ack=56473 Win=42496 Len=0 TSval=2037546104 TSecr=1373805188"
