"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.000336","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  44720 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2038960922 TSecr=1375220091 WS=512"
"7","0.000382","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44720 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2038960922 TSecr=1375220091"
"12","0.049761","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44720 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2038960971 TSecr=1375220091"
"15","0.110561","192.168.2.2","192.168.1.2","TCP","66","38400","5001  >  44720 [ACK] Seq=1 Ack=24617 Win=38400 Len=0 TSval=2038961032 TSecr=1375220091"
"25","0.195742","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  44720 [ACK] Seq=1 Ack=28961 Win=40960 Len=0 TSval=2038961117 TSecr=1375220091"
"28","0.232022","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44720 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2038961153 TSecr=1375220105"
"31","0.243737","192.168.2.2","192.168.1.2","TCP","66","38912","5001  >  44720 [ACK] Seq=1 Ack=39097 Win=38912 Len=0 TSval=2038961165 TSecr=1375220140"
"34","0.316272","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  44720 [ACK] Seq=1 Ack=43441 Win=40960 Len=0 TSval=2038961238 TSecr=1375220165"
"38","0.352565","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=46337 Win=41984 Len=0 TSval=2038961274 TSecr=1375220201"
"40","0.377025","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=2038961298 TSecr=1375220201"
"42","0.401557","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44720 [ACK] Seq=1 Ack=50681 Win=42496 Len=0 TSval=2038961323 TSecr=1375220201"
"44","0.413463","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=53577 Win=41984 Len=0 TSval=2038961335 TSecr=1375220201"
"46","0.437318","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=56473 Win=41984 Len=0 TSval=2038961359 TSecr=1375220201"
"49","0.462335","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=59369 Win=41984 Len=0 TSval=2038961384 TSecr=1375220202"
"51","0.485809","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=62265 Win=41984 Len=0 TSval=2038961407 TSecr=1375220203"
"53","0.510009","192.168.2.2","192.168.1.2","TCP","78","42496","[TCP Window Update] 5001  >  44720 [ACK] Seq=1 Ack=62265 Win=42496 Len=0 TSval=2038961431 TSecr=1375220253 SLE=60817 SRE=62265"
"56","0.522117","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=65161 Win=41984 Len=0 TSval=2038961443 TSecr=1375220286"
"58","0.546577","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=68057 Win=41984 Len=0 TSval=2038961468 TSecr=1375220286"
"60","0.571065","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=70953 Win=41984 Len=0 TSval=2038961492 TSecr=1375220322"
"62","0.595219","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44720 [ACK] Seq=1 Ack=72401 Win=42496 Len=0 TSval=2038961516 TSecr=1375220322"
"64","0.606899","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=75297 Win=41984 Len=0 TSval=2038961528 TSecr=1375220334"
"66","0.631129","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44720 [ACK] Seq=1 Ack=78193 Win=41984 Len=0 TSval=2038961552 TSecr=1375220407"
"68","0.655357","192.168.2.2","192.168.1.2","TCP","66","48128","5001  >  44720 [ACK] Seq=1 Ack=81089 Win=48128 Len=0 TSval=2038961577 TSecr=1375220407"
"72","0.679558","192.168.2.2","192.168.1.2","TCP","66","54272","5001  >  44720 [ACK] Seq=1 Ack=83985 Win=54272 Len=0 TSval=2038961601 TSecr=1375220407"
"77","0.704402","192.168.2.2","192.168.1.2","TCP","66","59904","5001  >  44720 [ACK] Seq=1 Ack=86881 Win=59904 Len=0 TSval=2038961626 TSecr=1375220443"
"81","0.728026","192.168.2.2","192.168.1.2","TCP","66","65536","5001  >  44720 [ACK] Seq=1 Ack=89777 Win=65536 Len=0 TSval=2038961649 TSecr=1375220467"
"86","0.752385","192.168.2.2","192.168.1.2","TCP","66","71680","5001  >  44720 [ACK] Seq=1 Ack=92673 Win=71680 Len=0 TSval=2038961674 TSecr=1375220492"
"91","0.776885","192.168.2.2","192.168.1.2","TCP","66","74240","5001  >  44720 [ACK] Seq=1 Ack=94121 Win=74240 Len=0 TSval=2038961698 TSecr=1375220504"
"94","0.788642","192.168.2.2","192.168.1.2","TCP","66","80384","5001  >  44720 [ACK] Seq=1 Ack=97017 Win=80384 Len=0 TSval=2038961710 TSecr=1375220528"
"98","0.813134","192.168.2.2","192.168.1.2","TCP","66","86016","5001  >  44720 [ACK] Seq=1 Ack=99913 Win=86016 Len=0 TSval=2038961734 TSecr=1375220553"
"101","0.837652","192.168.2.2","192.168.1.2","TCP","66","91648","5001  >  44720 [ACK] Seq=1 Ack=102809 Win=91648 Len=0 TSval=2038961759 TSecr=1375220576"
"103","0.861254","192.168.2.2","192.168.1.2","TCP","66","95744","5001  >  44720 [ACK] Seq=1 Ack=104761 Win=95744 Len=0 TSval=2038961782 TSecr=1375220600"
"105","0.878849","192.168.2.2","192.168.1.2","TCP","66","98304","5001  >  44720 [ACK] Seq=1 Ack=106209 Win=98304 Len=0 TSval=2038961800 TSecr=1375220612"
"107","0.890591","192.168.2.2","192.168.1.2","TCP","66","104448","5001  >  44720 [ACK] Seq=1 Ack=109105 Win=104448 Len=0 TSval=2038961812 TSecr=1375220637"
"109","0.914253","192.168.2.2","192.168.1.2","TCP","66","110080","5001  >  44720 [ACK] Seq=1 Ack=112001 Win=110080 Len=0 TSval=2038961835 TSecr=1375220661"
"111","0.938600","192.168.2.2","192.168.1.2","TCP","66","115712","5001  >  44720 [ACK] Seq=1 Ack=114897 Win=115712 Len=0 TSval=2038961860 TSecr=1375220685"
"113","0.962692","192.168.2.2","192.168.1.2","TCP","66","118784","5001  >  44720 [ACK] Seq=1 Ack=115841 Win=118784 Len=0 TSval=2038961884 TSecr=1375220697"
"115","0.970921","192.168.2.2","192.168.1.2","TCP","66","124416","5001  >  44720 [ACK] Seq=1 Ack=118737 Win=124416 Len=0 TSval=2038961892 TSecr=1375220721"
"117","0.995729","192.168.2.2","192.168.1.2","TCP","66","130560","5001  >  44720 [ACK] Seq=1 Ack=121633 Win=130560 Len=0 TSval=2038961917 TSecr=1375220746"
"119","1.019968","192.168.2.2","192.168.1.2","TCP","66","136192","5001  >  44720 [ACK] Seq=1 Ack=124529 Win=136192 Len=0 TSval=2038961941 TSecr=1375220746"
"122","1.044175","192.168.2.2","192.168.1.2","TCP","66","141824","5001  >  44720 [ACK] Seq=1 Ack=127425 Win=141824 Len=0 TSval=2038961965 TSecr=1375220746"
"125","1.068955","192.168.2.2","192.168.1.2","TCP","66","147968","5001  >  44720 [ACK] Seq=1 Ack=130321 Win=147968 Len=0 TSval=2038961990 TSecr=1375220770"
"127","1.093485","192.168.2.2","192.168.1.2","TCP","66","153600","5001  >  44720 [ACK] Seq=1 Ack=133217 Win=153600 Len=0 TSval=2038962014 TSecr=1375220770"
"129","1.116973","192.168.2.2","192.168.1.2","TCP","66","159232","5001  >  44720 [ACK] Seq=1 Ack=136113 Win=159232 Len=0 TSval=2038962038 TSecr=1375220770"
"131","1.141139","192.168.2.2","192.168.1.2","TCP","66","162304","5001  >  44720 [ACK] Seq=1 Ack=137561 Win=162304 Len=0 TSval=2038962062 TSecr=1375220770"
