"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"163","5.309913","192.168.2.2","192.168.1.2","TCP","66","499712","5001  >  45658 [ACK] Seq=1 Ack=640017 Win=499712 Len=0 TSval=2321250182 TSecr=787876558"
"165","5.357644","192.168.2.2","192.168.1.2","TCP","66","494592","5001  >  45658 [ACK] Seq=1 Ack=655945 Win=494592 Len=0 TSval=2321250229 TSecr=787876703"
"169","5.491133","192.168.2.2","192.168.1.2","TCP","66","492032","5001  >  45658 [ACK] Seq=1 Ack=677665 Win=492032 Len=0 TSval=2321250363 TSecr=787876741"
"171","5.672539","192.168.2.2","192.168.1.2","TCP","66","516608","5001  >  45658 [ACK] Seq=1 Ack=684905 Win=516608 Len=0 TSval=2321250544 TSecr=787876924"
"174","5.733851","192.168.2.2","192.168.1.2","TCP","66","580096","5001  >  45658 [ACK] Seq=1 Ack=716761 Win=580096 Len=0 TSval=2321250606 TSecr=787877105"
"178","6.000549","192.168.2.2","192.168.1.2","TCP","66","585728","5001  >  45658 [ACK] Seq=1 Ack=719657 Win=585728 Len=0 TSval=2321250872 TSecr=787877251"
"181","6.025010","192.168.2.2","192.168.1.2","TCP","66","588800","5001  >  45658 [ACK] Seq=1 Ack=721105 Win=588800 Len=0 TSval=2321250897 TSecr=787877274"
"183","6.036711","192.168.2.2","192.168.1.2","TCP","66","606208","5001  >  45658 [ACK] Seq=1 Ack=729793 Win=606208 Len=0 TSval=2321250908 TSecr=787877287"
"185","6.109333","192.168.2.2","192.168.1.2","TCP","66","623616","5001  >  45658 [ACK] Seq=1 Ack=738481 Win=623616 Len=0 TSval=2321250981 TSecr=787877422"
"187","6.182016","192.168.2.2","192.168.1.2","TCP","66","632320","5001  >  45658 [ACK] Seq=1 Ack=742825 Win=632320 Len=0 TSval=2321251054 TSecr=787877432"
"189","6.218954","192.168.2.2","192.168.1.2","TCP","66","675840","5001  >  45658 [ACK] Seq=1 Ack=764545 Win=675840 Len=0 TSval=2321251091 TSecr=787877468"
