"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.000342","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  45662 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2321328122 TSecr=787956294 WS=512"
"7","0.000383","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  45662 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2321328122 TSecr=787956294"
"12","0.049909","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  45662 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2321328172 TSecr=787956294"
"14","0.110282","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  45662 [ACK] Seq=1 Ack=21721 Win=39936 Len=0 TSval=2321328232 TSecr=787956294"
"16","0.171321","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=23169 Win=42496 Len=0 TSval=2321328293 TSecr=787956306"
"17","0.182963","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=24617 Win=42496 Len=0 TSval=2321328305 TSecr=787956370"
"19","0.195871","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=26065 Win=42496 Len=0 TSval=2321328318 TSecr=787956454"
"21","0.207578","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=27513 Win=42496 Len=0 TSval=2321328329 TSecr=787956477"
"24","0.219412","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=2321328341 TSecr=787956490"
"26","0.232111","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2321328354 TSecr=787956501"
"28","0.243503","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=31857 Win=42496 Len=0 TSval=2321328365 TSecr=787956501"
"30","0.255619","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=33305 Win=42496 Len=0 TSval=2321328377 TSecr=787956513"
"32","0.268315","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=34753 Win=42496 Len=0 TSval=2321328390 TSecr=787956526"
"34","0.280096","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45662 [ACK] Seq=1 Ack=36201 Win=42496 Len=0 TSval=2321328402 TSecr=787956537"
"36","0.292811","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  45662 [ACK] Seq=1 Ack=39097 Win=41984 Len=0 TSval=2321328415 TSecr=787956549"
