"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.000314","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  44590 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2037699418 TSecr=1373958587 WS=512"
"7","0.000355","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44590 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2037699418 TSecr=1373958587"
"12","0.049751","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44590 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2037699467 TSecr=1373958587"
"14","0.110317","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44590 [ACK] Seq=1 Ack=21721 Win=39936 Len=0 TSval=2037699528 TSecr=1373958587"
"16","0.170905","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=23169 Win=42496 Len=0 TSval=2037699588 TSecr=1373958600"
"17","0.183402","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=24617 Win=42496 Len=0 TSval=2037699601 TSecr=1373958664"
"19","0.195172","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=26065 Win=42496 Len=0 TSval=2037699613 TSecr=1373958747"
"21","0.207922","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=27513 Win=42496 Len=0 TSval=2037699625 TSecr=1373958770"
"24","0.219685","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=2037699637 TSecr=1373958782"
"26","0.231495","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2037699649 TSecr=1373958794"
"28","0.243564","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=31857 Win=42496 Len=0 TSval=2037699661 TSecr=1373958794"
"30","0.255950","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=33305 Win=42496 Len=0 TSval=2037699673 TSecr=1373958806"
"32","0.267798","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=34753 Win=42496 Len=0 TSval=2037699685 TSecr=1373958818"
"34","0.280431","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=36201 Win=42496 Len=0 TSval=2037699698 TSecr=1373958830"
"36","0.292213","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44590 [ACK] Seq=1 Ack=39097 Win=41984 Len=0 TSval=2037699710 TSecr=1373958842"
"38","0.316707","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=40545 Win=42496 Len=0 TSval=2037699734 TSecr=1373958854"
"40","0.341253","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=43441 Win=42496 Len=0 TSval=2037699759 TSecr=1373958867"
"42","0.352959","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=46337 Win=42496 Len=0 TSval=2037699770 TSecr=1373958903"
"45","0.376825","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=49233 Win=42496 Len=0 TSval=2037699794 TSecr=1373958928"
"48","0.401041","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=52129 Win=42496 Len=0 TSval=2037699818 TSecr=1373958939"
"51","0.438282","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=56473 Win=42496 Len=0 TSval=2037699856 TSecr=1373958939"
"53","0.461750","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=59369 Win=42496 Len=0 TSval=2037699879 TSecr=1373958987"
"57","0.485821","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=62265 Win=42496 Len=0 TSval=2037699903 TSecr=1373959025"
"59","0.510055","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=65161 Win=42496 Len=0 TSval=2037699927 TSecr=1373959048"
"61","0.546404","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=69505 Win=42496 Len=0 TSval=2037699964 TSecr=1373959048"
"64","0.570599","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=72401 Win=42496 Len=0 TSval=2037699988 TSecr=1373959096"
"66","0.595049","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=75297 Win=42496 Len=0 TSval=2037700012 TSecr=1373959133"
"68","0.619573","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=78193 Win=42496 Len=0 TSval=2037700037 TSecr=1373959133"
"70","0.644026","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=81089 Win=42496 Len=0 TSval=2037700061 TSecr=1373959157"
"72","0.668565","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=83985 Win=42496 Len=0 TSval=2037700086 TSecr=1373959181"
"74","0.693062","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=86881 Win=42496 Len=0 TSval=2037700110 TSecr=1373959206"
"76","0.716680","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=89777 Win=42496 Len=0 TSval=2037700134 TSecr=1373959230"
"78","0.741102","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=92673 Win=42496 Len=0 TSval=2037700158 TSecr=1373959255"
"80","0.765612","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=95569 Win=42496 Len=0 TSval=2037700183 TSecr=1373959279"
"82","0.790092","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=98465 Win=42496 Len=0 TSval=2037700207 TSecr=1373959303"
"85","0.817541","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=101361 Win=42496 Len=0 TSval=2037700235 TSecr=1373959327"
"87","0.837800","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=104257 Win=42496 Len=0 TSval=2037700255 TSecr=1373959352"
"89","0.862659","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=107153 Win=42496 Len=0 TSval=2037700280 TSecr=1373959376"
"91","0.898894","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=111497 Win=42496 Len=0 TSval=2037700316 TSecr=1373959376"
"93","0.922589","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=114393 Win=42496 Len=0 TSval=2037700340 TSecr=1373959424"
"95","0.946891","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=117289 Win=42496 Len=0 TSval=2037700364 TSecr=1373959449"
"98","0.971377","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=120185 Win=42496 Len=0 TSval=2037700388 TSecr=1373959485"
"100","0.995259","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=123081 Win=42496 Len=0 TSval=2037700412 TSecr=1373959509"
"103","1.019466","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=125977 Win=42496 Len=0 TSval=2037700437 TSecr=1373959533"
"105","1.055807","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=130321 Win=42496 Len=0 TSval=2037700473 TSecr=1373959552"
"108","1.081307","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=133217 Win=42496 Len=0 TSval=2037700498 TSecr=1373959581"
"111","1.106306","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44590 [ACK] Seq=1 Ack=136113 Win=42496 Len=0 TSval=2037700523 TSecr=1373959606"
