"No.","Time","Source","Destination","Protocol","Length","Window size scaling factor","Calculated window size","Info"
"42445","52.180981","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596885873 Win=415744 Len=0 TSval=3824148502 TSecr=3459258194"
"42447","52.185697","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596894561 Win=415744 Len=0 TSval=3824148507 TSecr=3459258200"
"42449","52.186419","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596951033 Win=415744 Len=0 TSval=3824148508 TSecr=3459258200"
"42451","52.191236","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=596959721 Win=415744 Len=0 TSval=3824148513 TSecr=3459258205"
"42453","52.191866","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597016193 Win=415744 Len=0 TSval=3824148513 TSecr=3459258205"
"42455","52.197101","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597024881 Win=415744 Len=0 TSval=3824148518 TSecr=3459258210"
"42457","52.197741","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597082801 Win=415744 Len=0 TSval=3824148519 TSecr=3459258210"
"42459","52.202992","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597090041 Win=415744 Len=0 TSval=3824148524 TSecr=3459258217"
"42461","52.203505","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597146513 Win=415744 Len=0 TSval=3824148525 TSecr=3459258217"
"42463","52.208192","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597155201 Win=415744 Len=0 TSval=3824148529 TSecr=3459258223"
"42465","52.208946","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597210225 Win=415744 Len=0 TSval=3824148530 TSecr=3459258223"
"42467","52.213772","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597220361 Win=415744 Len=0 TSval=3824148535 TSecr=3459258227"
"42469","52.214508","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597276833 Win=415744 Len=0 TSval=3824148536 TSecr=3459258227"
"42471","52.219675","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597285521 Win=415744 Len=0 TSval=3824148541 TSecr=3459258234"
"42473","52.220280","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597341993 Win=415744 Len=0 TSval=3824148542 TSecr=3459258234"
"42475","52.225014","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597350681 Win=415744 Len=0 TSval=3824148546 TSecr=3459258240"
"42477","52.225751","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597407153 Win=415744 Len=0 TSval=3824148547 TSecr=3459258240"
"42479","52.230466","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597415841 Win=415744 Len=0 TSval=3824148552 TSecr=3459258244"
"42481","52.231198","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597473761 Win=415744 Len=0 TSval=3824148552 TSecr=3459258244"
"42483","52.236308","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597481001 Win=415744 Len=0 TSval=3824148558 TSecr=3459258250"
"42485","52.236813","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597538921 Win=415744 Len=0 TSval=3824148558 TSecr=3459258250"
"42487","52.241650","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597546161 Win=415744 Len=0 TSval=3824148563 TSecr=3459258256"
"42489","52.242281","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597602633 Win=415744 Len=0 TSval=3824148564 TSecr=3459258256"
"42491","52.247059","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597611321 Win=415744 Len=0 TSval=3824148568 TSecr=3459258261"
"42493","52.247719","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597669241 Win=415744 Len=0 TSval=3824148569 TSecr=3459258261"
"42495","52.252960","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597676481 Win=415744 Len=0 TSval=3824148574 TSecr=3459258267"
"42497","52.253461","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597734401 Win=415744 Len=0 TSval=3824148575 TSecr=3459258267"
"42499","52.258879","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597741641 Win=415744 Len=0 TSval=3824148580 TSecr=3459258273"
"42501","52.259365","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597799561 Win=415744 Len=0 TSval=3824148581 TSecr=3459258273"
"42503","52.264182","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597806801 Win=415744 Len=0 TSval=3824148585 TSecr=3459258279"
"42505","52.264817","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597864721 Win=415744 Len=0 TSval=3824148586 TSecr=3459258279"
"42507","52.269691","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597871961 Win=415744 Len=0 TSval=3824148591 TSecr=3459258284"
"42509","52.270253","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597929881 Win=415744 Len=0 TSval=3824148592 TSecr=3459258284"
"42511","52.275515","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597937121 Win=415744 Len=0 TSval=3824148597 TSecr=3459258289"
"42513","52.276043","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=597995041 Win=415744 Len=0 TSval=3824148597 TSecr=3459258289"
"42515","52.280856","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598002281 Win=415744 Len=0 TSval=3824148602 TSecr=3459258295"
"42517","52.281453","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598060201 Win=415744 Len=0 TSval=3824148603 TSecr=3459258295"
"42519","52.286286","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598067441 Win=415744 Len=0 TSval=3824148608 TSecr=3459258301"
"42521","52.286942","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598125361 Win=415744 Len=0 TSval=3824148608 TSecr=3459258301"
"42523","52.292121","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598132601 Win=415744 Len=0 TSval=3824148613 TSecr=3459258306"
"42525","52.292620","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598190521 Win=415744 Len=0 TSval=3824148614 TSecr=3459258306"
"42527","52.298011","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598197761 Win=415744 Len=0 TSval=3824148619 TSecr=3459258311"
"42529","52.298523","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598255681 Win=415744 Len=0 TSval=3824148620 TSecr=3459258311"
"42531","52.303416","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598262921 Win=415744 Len=0 TSval=3824148625 TSecr=3459258318"
"42533","52.303987","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598320841 Win=415744 Len=0 TSval=3824148625 TSecr=3459258318"
"42535","52.308810","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598328081 Win=415744 Len=0 TSval=3824148630 TSecr=3459258323"
"42537","52.309416","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598386001 Win=415744 Len=0 TSval=3824148631 TSecr=3459258323"
"42539","52.314660","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598393241 Win=415744 Len=0 TSval=3824148636 TSecr=3459258329"
"42541","52.315168","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598451161 Win=415744 Len=0 TSval=3824148636 TSecr=3459258329"
"42543","52.320558","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598458401 Win=415744 Len=0 TSval=3824148642 TSecr=3459258334"
"42545","52.321076","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598516321 Win=415744 Len=0 TSval=3824148642 TSecr=3459258334"
"42547","52.325913","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598523561 Win=415744 Len=0 TSval=3824148647 TSecr=3459258340"
"42549","52.326519","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598581481 Win=415744 Len=0 TSval=3824148648 TSecr=3459258340"
"42551","52.331355","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598588721 Win=415744 Len=0 TSval=3824148653 TSecr=3459258346"
"42553","52.331970","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598646641 Win=415744 Len=0 TSval=3824148653 TSecr=3459258346"
"42555","52.336813","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598653881 Win=415744 Len=0 TSval=3824148658 TSecr=3459258351"
"42557","52.337439","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598713249 Win=415744 Len=0 TSval=3824148659 TSecr=3459258351"
"42559","52.343106","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598719041 Win=415744 Len=0 TSval=3824148664 TSecr=3459258357"
"42561","52.343569","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598778409 Win=415744 Len=0 TSval=3824148665 TSecr=3459258357"
"42563","52.350438","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598784201 Win=415744 Len=0 TSval=3824148672 TSecr=3459258363"
"42565","52.350835","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598842121 Win=415744 Len=0 TSval=3824148672 TSecr=3459258363"
"42567","52.355672","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598849361 Win=415744 Len=0 TSval=3824148677 TSecr=3459258370"
"42569","52.356262","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598904385 Win=415744 Len=0 TSval=3824148678 TSecr=3459258370"
"42571","52.360877","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598914521 Win=415744 Len=0 TSval=3824148682 TSecr=3459258375"
"42573","52.361712","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598969545 Win=415744 Len=0 TSval=3824148683 TSecr=3459258375"
"42575","52.366676","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=598979681 Win=415744 Len=0 TSval=3824148688 TSecr=3459258380"
"42577","52.367429","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599036153 Win=415744 Len=0 TSval=3824148689 TSecr=3459258380"
"42579","52.372147","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599044841 Win=415744 Len=0 TSval=3824148693 TSecr=3459258387"
"42581","52.372880","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599101313 Win=415744 Len=0 TSval=3824148694 TSecr=3459258387"
"42583","52.377598","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599110001 Win=415744 Len=0 TSval=3824148699 TSecr=3459258392"
"42585","52.378347","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599166473 Win=415744 Len=0 TSval=3824148700 TSecr=3459258392"
"42587","52.383057","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599175161 Win=415744 Len=0 TSval=3824148704 TSecr=3459258397"
"42589","52.383755","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599233081 Win=415744 Len=0 TSval=3824148705 TSecr=3459258397"
"42591","52.388641","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599240321 Win=415744 Len=0 TSval=3824148710 TSecr=3459258403"
"42593","52.389239","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599298241 Win=415744 Len=0 TSval=3824148711 TSecr=3459258403"
"42595","52.394069","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599305481 Win=415744 Len=0 TSval=3824148715 TSecr=3459258408"
"42597","52.394667","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599363401 Win=415744 Len=0 TSval=3824148716 TSecr=3459258408"
"42599","52.399516","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599370641 Win=415744 Len=0 TSval=3824148721 TSecr=3459258414"
"42601","52.400104","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599428561 Win=415744 Len=0 TSval=3824148721 TSecr=3459258414"
"42603","52.404939","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599435801 Win=415744 Len=0 TSval=3824148726 TSecr=3459258419"
"42605","52.405582","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599495169 Win=415744 Len=0 TSval=3824148727 TSecr=3459258419"
"42607","52.410650","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599500961 Win=415744 Len=0 TSval=3824148732 TSecr=3459258425"
"42609","52.411034","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599558881 Win=415744 Len=0 TSval=3824148732 TSecr=3459258425"
"42611","52.416526","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599566121 Win=415744 Len=0 TSval=3824148738 TSecr=3459258430"
"42613","52.417051","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599624041 Win=415744 Len=0 TSval=3824148738 TSecr=3459258430"
"42615","52.421977","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599631281 Win=415744 Len=0 TSval=3824148743 TSecr=3459258436"
"42617","52.422512","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599689201 Win=415744 Len=0 TSval=3824148744 TSecr=3459258436"
"42619","52.427342","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599696441 Win=415744 Len=0 TSval=3824148749 TSecr=3459258442"
"42621","52.427949","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599754361 Win=415744 Len=0 TSval=3824148749 TSecr=3459258442"
"42623","52.432814","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599761601 Win=415744 Len=0 TSval=3824148754 TSecr=3459258447"
"42625","52.433396","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599820969 Win=415744 Len=0 TSval=3824148755 TSecr=3459258447"
"42627","52.438334","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599826761 Win=415744 Len=0 TSval=3824148760 TSecr=3459258453"
"42629","52.438856","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599884681 Win=415744 Len=0 TSval=3824148760 TSecr=3459258453"
"42631","52.443740","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599891921 Win=415744 Len=0 TSval=3824148765 TSecr=3459258458"
"42633","52.444302","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599949841 Win=415744 Len=0 TSval=3824148766 TSecr=3459258458"
"42635","52.449127","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=599957081 Win=415744 Len=0 TSval=3824148770 TSecr=3459258463"
"42637","52.449744","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600016449 Win=415744 Len=0 TSval=3824148771 TSecr=3459258463"
"42639","52.454774","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600022241 Win=415744 Len=0 TSval=3824148776 TSecr=3459258469"
"42641","52.455733","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600081609 Win=415744 Len=0 TSval=3824148777 TSecr=3459258469"
"42643","52.460634","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600087401 Win=415744 Len=0 TSval=3824148782 TSecr=3459258475"
"42645","52.461076","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600145321 Win=415744 Len=0 TSval=3824148782 TSecr=3459258475"
"42647","52.466484","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600152561 Win=415744 Len=0 TSval=3824148788 TSecr=3459258480"
"42649","52.466996","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600210481 Win=415744 Len=0 TSval=3824148788 TSecr=3459258480"
"42651","52.472138","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600217721 Win=415744 Len=0 TSval=3824148793 TSecr=3459258486"
"42653","52.472492","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600275641 Win=415744 Len=0 TSval=3824148794 TSecr=3459258486"
"42655","52.477319","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600282881 Win=415744 Len=0 TSval=3824148799 TSecr=3459258492"
"42657","52.477918","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600340801 Win=415744 Len=0 TSval=3824148799 TSecr=3459258492"
"42659","52.483182","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600348041 Win=415744 Len=0 TSval=3824148804 TSecr=3459258497"
"42661","52.483718","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600407409 Win=415744 Len=0 TSval=3824148805 TSecr=3459258497"
"42663","52.489018","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600413201 Win=415744 Len=0 TSval=3824148810 TSecr=3459258503"
"42665","52.489421","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600471121 Win=415744 Len=0 TSval=3824148811 TSecr=3459258503"
"42667","52.494274","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600478361 Win=415744 Len=0 TSval=3824148816 TSecr=3459258509"
"42669","52.494861","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600534833 Win=415744 Len=0 TSval=3824148816 TSecr=3459258509"
"42671","52.499834","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600543521 Win=415744 Len=0 TSval=3824148821 TSecr=3459258514"
"42673","52.500455","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600601441 Win=415744 Len=0 TSval=3824148822 TSecr=3459258514"
"42675","52.505706","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600608681 Win=415744 Len=0 TSval=3824148827 TSecr=3459258520"
"42677","52.506195","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600666601 Win=415744 Len=0 TSval=3824148827 TSecr=3459258520"
"42679","52.511026","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600673841 Win=415744 Len=0 TSval=3824148832 TSecr=3459258525"
"42681","52.511644","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600730313 Win=415744 Len=0 TSval=3824148833 TSecr=3459258525"
"42683","52.516463","192.168.2.2","192.168.1.2","TCP","66","512","415744","5001  >  43962 [ACK] Seq=1 Ack=600739001 Win=415744 Len=0 TSval=3824148838 TSecr=3459258530"
