"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.000372","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  44744 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2039389993 TSecr=1375649162 WS=512"
"7","0.000419","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44744 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2039389993 TSecr=1375649162"
"12","0.049989","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  44744 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2039390043 TSecr=1375649162"
"17","0.110707","192.168.2.2","192.168.1.2","TCP","66","38400","5001  >  44744 [ACK] Seq=1 Ack=24617 Win=38400 Len=0 TSval=2039390103 TSecr=1375649162"
"26","0.195987","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  44744 [ACK] Seq=1 Ack=28961 Win=40960 Len=0 TSval=2039390189 TSecr=1375649162"
"29","0.231423","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44744 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2039390224 TSecr=1375649177"
"32","0.243898","192.168.2.2","192.168.1.2","TCP","66","38912","5001  >  44744 [ACK] Seq=1 Ack=39097 Win=38912 Len=0 TSval=2039390237 TSecr=1375649212"
"34","0.316529","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  44744 [ACK] Seq=1 Ack=43441 Win=40960 Len=0 TSval=2039390309 TSecr=1375649237"
"38","0.352620","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=46337 Win=41984 Len=0 TSval=2039390345 TSecr=1375649272"
"40","0.377134","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=2039390370 TSecr=1375649272"
"42","0.401617","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44744 [ACK] Seq=1 Ack=50681 Win=42496 Len=0 TSval=2039390394 TSecr=1375649272"
"44","0.413438","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=53577 Win=41984 Len=0 TSval=2039390406 TSecr=1375649272"
"46","0.437377","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=56473 Win=41984 Len=0 TSval=2039390430 TSecr=1375649273"
"48","0.461601","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=59369 Win=41984 Len=0 TSval=2039390454 TSecr=1375649274"
"50","0.485833","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=62265 Win=41984 Len=0 TSval=2039390479 TSecr=1375649274"
"52","0.510351","192.168.2.2","192.168.1.2","TCP","78","42496","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=62265 Win=42496 Len=0 TSval=2039390503 TSecr=1375649325 SLE=60817 SRE=62265"
"54","0.522107","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=65161 Win=41984 Len=0 TSval=2039390515 TSecr=1375649358"
"56","0.546359","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=68057 Win=41984 Len=0 TSval=2039390539 TSecr=1375649358"
"58","0.571126","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=70953 Win=41984 Len=0 TSval=2039390564 TSecr=1375649393"
"60","0.594787","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  44744 [ACK] Seq=1 Ack=72401 Win=42496 Len=0 TSval=2039390588 TSecr=1375649393"
"62","0.607301","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=75297 Win=41984 Len=0 TSval=2039390600 TSecr=1375649406"
"64","0.631827","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  44744 [ACK] Seq=1 Ack=78193 Win=41984 Len=0 TSval=2039390625 TSecr=1375649478"
"66","0.655355","192.168.2.2","192.168.1.2","TCP","66","48128","5001  >  44744 [ACK] Seq=1 Ack=81089 Win=48128 Len=0 TSval=2039390648 TSecr=1375649478"
"70","0.679940","192.168.2.2","192.168.1.2","TCP","66","54272","5001  >  44744 [ACK] Seq=1 Ack=83985 Win=54272 Len=0 TSval=2039390673 TSecr=1375649478"
"75","0.704706","192.168.2.2","192.168.1.2","TCP","66","59904","5001  >  44744 [ACK] Seq=1 Ack=86881 Win=59904 Len=0 TSval=2039390697 TSecr=1375649514"
"79","0.728879","192.168.2.2","192.168.1.2","TCP","66","65536","5001  >  44744 [ACK] Seq=1 Ack=89777 Win=65536 Len=0 TSval=2039390722 TSecr=1375649539"
"83","0.752299","192.168.2.2","192.168.1.2","TCP","66","71680","5001  >  44744 [ACK] Seq=1 Ack=92673 Win=71680 Len=0 TSval=2039390745 TSecr=1375649563"
"87","0.776842","192.168.2.2","192.168.1.2","TCP","66","74240","5001  >  44744 [ACK] Seq=1 Ack=94121 Win=74240 Len=0 TSval=2039390770 TSecr=1375649575"
"90","0.788585","192.168.2.2","192.168.1.2","TCP","66","80384","5001  >  44744 [ACK] Seq=1 Ack=97017 Win=80384 Len=0 TSval=2039390781 TSecr=1375649599"
"94","0.812798","192.168.2.2","192.168.1.2","TCP","66","86016","5001  >  44744 [ACK] Seq=1 Ack=99913 Win=86016 Len=0 TSval=2039390806 TSecr=1375649623"
"97","0.838456","192.168.2.2","192.168.1.2","TCP","66","91648","5001  >  44744 [ACK] Seq=1 Ack=102809 Win=91648 Len=0 TSval=2039390831 TSecr=1375649648"
"99","0.863085","192.168.2.2","192.168.1.2","TCP","66","95744","5001  >  44744 [ACK] Seq=1 Ack=104761 Win=95744 Len=0 TSval=2039390856 TSecr=1375649672"
"101","0.879688","192.168.2.2","192.168.1.2","TCP","66","98304","5001  >  44744 [ACK] Seq=1 Ack=106209 Win=98304 Len=0 TSval=2039390872 TSecr=1375649684"
"103","0.891467","192.168.2.2","192.168.1.2","TCP","66","104448","5001  >  44744 [ACK] Seq=1 Ack=109105 Win=104448 Len=0 TSval=2039390884 TSecr=1375649708"
"106","0.915669","192.168.2.2","192.168.1.2","TCP","66","110080","5001  >  44744 [ACK] Seq=1 Ack=112001 Win=110080 Len=0 TSval=2039390908 TSecr=1375649733"
"108","0.940514","192.168.2.2","192.168.1.2","TCP","66","115712","5001  >  44744 [ACK] Seq=1 Ack=114897 Win=115712 Len=0 TSval=2039390933 TSecr=1375649757"
"110","0.964911","192.168.2.2","192.168.1.2","TCP","66","118784","5001  >  44744 [ACK] Seq=1 Ack=115841 Win=118784 Len=0 TSval=2039390958 TSecr=1375649769"
"112","0.972727","192.168.2.2","192.168.1.2","TCP","66","124416","5001  >  44744 [ACK] Seq=1 Ack=118737 Win=124416 Len=0 TSval=2039390965 TSecr=1375649794"
"114","0.996398","192.168.2.2","192.168.1.2","TCP","66","130560","5001  >  44744 [ACK] Seq=1 Ack=121633 Win=130560 Len=0 TSval=2039390989 TSecr=1375649817"
"116","1.020737","192.168.2.2","192.168.1.2","TCP","66","136192","5001  >  44744 [ACK] Seq=1 Ack=124529 Win=136192 Len=0 TSval=2039391013 TSecr=1375649817"
"119","1.045131","192.168.2.2","192.168.1.2","TCP","66","141824","5001  >  44744 [ACK] Seq=1 Ack=127425 Win=141824 Len=0 TSval=2039391038 TSecr=1375649817"
"122","1.069085","192.168.2.2","192.168.1.2","TCP","66","147968","5001  >  44744 [ACK] Seq=1 Ack=130321 Win=147968 Len=0 TSval=2039391062 TSecr=1375649842"
"126","1.093298","192.168.2.2","192.168.1.2","TCP","78","153600","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=153600 Len=0 TSval=2039391086 TSecr=1375649842 SLE=137561 SRE=140457"
"128","1.117716","192.168.2.2","192.168.1.2","TCP","86","159232","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=159232 Len=0 TSval=2039391110 TSecr=1375649842 SLE=146249 SRE=149145 SLE=137561 SRE=140457"
"130","1.142249","192.168.2.2","192.168.1.2","TCP","94","165376","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=165376 Len=0 TSval=2039391135 TSecr=1375649842 SLE=154937 SRE=157833 SLE=146249 SRE=149145 SLE=137561 SRE=140457"
"133","1.166653","192.168.2.2","192.168.1.2","TCP","94","171008","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=171008 Len=0 TSval=2039391159 TSecr=1375649842 SLE=162177 SRE=165073 SLE=154937 SRE=157833 SLE=146249 SRE=149145"
"135","1.190226","192.168.2.2","192.168.1.2","TCP","94","176640","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=176640 Len=0 TSval=2039391183 TSecr=1375649842 SLE=167969 SRE=170865 SLE=162177 SRE=165073 SLE=154937 SRE=157833"
"138","1.214640","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Window Update] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391207 TSecr=1375649842 SLE=176657 SRE=179553 SLE=167969 SRE=170865 SLE=162177 SRE=165073"
"141","1.238662","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#1] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391231 TSecr=1375649842 SLE=181001 SRE=183897 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"144","1.262889","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#2] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391256 TSecr=1375649842 SLE=181001 SRE=186793 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"147","1.287156","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#3] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391280 TSecr=1375649842 SLE=181001 SRE=188241 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"149","1.299272","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#4] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391292 TSecr=1375649842 SLE=181001 SRE=191137 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"152","1.323474","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#5] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391316 TSecr=1375649842 SLE=181001 SRE=194033 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"155","1.347855","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#6] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391341 TSecr=1375649842 SLE=181001 SRE=196929 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"158","1.372400","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#7] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391365 TSecr=1375649842 SLE=181001 SRE=198377 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"160","1.384154","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#8] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391377 TSecr=1375649842 SLE=181001 SRE=201273 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"163","1.408678","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#9] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391401 TSecr=1375649842 SLE=181001 SRE=202721 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"165","1.420366","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#10] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391413 TSecr=1375649842 SLE=181001 SRE=205617 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"168","1.445332","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#11] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391438 TSecr=1375649842 SLE=181001 SRE=208513 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"170","1.470320","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#12] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391463 TSecr=1375649842 SLE=181001 SRE=211409 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"173","1.493816","192.168.2.2","192.168.1.2","TCP","94","177664","[TCP Dup ACK 122#13] 5001  >  44744 [ACK] Seq=1 Ack=130321 Win=177664 Len=0 TSval=2039391487 TSecr=1375649842 SLE=181001 SRE=214305 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"175","1.518029","192.168.2.2","192.168.1.2","TCP","94","175104","5001  >  44744 [ACK] Seq=1 Ack=133217 Win=175104 Len=0 TSval=2039391511 TSecr=1375650255 SLE=181001 SRE=214305 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"179","1.542867","192.168.2.2","192.168.1.2","TCP","94","174080","5001  >  44744 [ACK] Seq=1 Ack=134665 Win=174080 Len=0 TSval=2039391536 TSecr=1375650279 SLE=181001 SRE=214305 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"181","1.554357","192.168.2.2","192.168.1.2","TCP","94","173056","5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391547 TSecr=1375650304 SLE=181001 SRE=214305 SLE=176657 SRE=179553 SLE=167969 SRE=170865"
"183","1.566473","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#1] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391559 TSecr=1375650304 SLE=140457 SRE=141905 SLE=181001 SRE=214305 SLE=176657 SRE=179553"
"186","1.578565","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#2] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391571 TSecr=1375650304 SLE=140457 SRE=143353 SLE=181001 SRE=214305 SLE=176657 SRE=179553"
"188","1.590792","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#3] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391584 TSecr=1375650304 SLE=144801 SRE=146249 SLE=140457 SRE=143353 SLE=181001 SRE=214305"
"190","1.602806","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#4] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391596 TSecr=1375650304 SLE=150593 SRE=152041 SLE=144801 SRE=146249 SLE=140457 SRE=143353"
"192","1.615328","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#5] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391608 TSecr=1375650304 SLE=153489 SRE=154937 SLE=150593 SRE=152041 SLE=144801 SRE=146249"
"194","1.627081","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#6] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391620 TSecr=1375650304 SLE=159281 SRE=160729 SLE=153489 SRE=154937 SLE=150593 SRE=152041"
"196","1.639151","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#7] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391632 TSecr=1375650304 SLE=159281 SRE=162177 SLE=153489 SRE=154937 SLE=150593 SRE=152041"
"198","1.651599","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#8] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391644 TSecr=1375650304 SLE=166521 SRE=167969 SLE=159281 SRE=162177 SLE=153489 SRE=154937"
"200","1.663439","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#9] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391656 TSecr=1375650304 SLE=172313 SRE=173761 SLE=166521 SRE=167969 SLE=159281 SRE=162177"
"202","1.676232","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#10] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391669 TSecr=1375650304 SLE=175209 SRE=176657 SLE=172313 SRE=173761 SLE=166521 SRE=167969"
"204","1.687774","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#11] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391681 TSecr=1375650304 SLE=179553 SRE=181001 SLE=175209 SRE=176657 SLE=172313 SRE=173761"
"207","1.699698","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#12] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391692 TSecr=1375650304 SLE=215753 SRE=217201 SLE=179553 SRE=181001 SLE=175209 SRE=176657"
"209","1.712298","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#13] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391705 TSecr=1375650304 SLE=215753 SRE=220097 SLE=179553 SRE=181001 SLE=175209 SRE=176657"
"211","1.736069","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#14] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391729 TSecr=1375650304 SLE=215753 SRE=222993 SLE=179553 SRE=181001 SLE=175209 SRE=176657"
"213","1.760263","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#15] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391753 TSecr=1375650304 SLE=215753 SRE=224441 SLE=179553 SRE=181001 SLE=175209 SRE=176657"
"215","1.772375","192.168.2.2","192.168.1.2","TCP","94","173056","[TCP Dup ACK 181#16] 5001  >  44744 [ACK] Seq=1 Ack=136113 Win=173056 Len=0 TSval=2039391765 TSecr=1375650304 SLE=215753 SRE=225889 SLE=179553 SRE=181001 SLE=175209 SRE=176657"
