"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"4","0.002315","192.168.2.2","192.168.1.2","TCP","74","43440","5001  >  45718 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=2321895043 TSecr=788523215 WS=512"
"7","0.002368","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  45718 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=2321895043 TSecr=788523215"
"12","0.051824","192.168.2.2","192.168.1.2","TCP","66","39936","5001  >  45718 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=2321895093 TSecr=788523215"
"15","0.112148","192.168.2.2","192.168.1.2","TCP","66","38400","5001  >  45718 [ACK] Seq=1 Ack=24617 Win=38400 Len=0 TSval=2321895153 TSecr=788523215"
"24","0.197307","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  45718 [ACK] Seq=1 Ack=28961 Win=40960 Len=0 TSval=2321895238 TSecr=788523215"
"27","0.233553","192.168.2.2","192.168.1.2","TCP","66","42496","5001  >  45718 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=2321895274 TSecr=788523230"
"30","0.246074","192.168.2.2","192.168.1.2","TCP","66","38912","5001  >  45718 [ACK] Seq=1 Ack=39097 Win=38912 Len=0 TSval=2321895287 TSecr=788523265"
"32","0.318796","192.168.2.2","192.168.1.2","TCP","66","40960","5001  >  45718 [ACK] Seq=1 Ack=43441 Win=40960 Len=0 TSval=2321895360 TSecr=788523291"
"36","0.355100","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  45718 [ACK] Seq=1 Ack=46337 Win=41984 Len=0 TSval=2321895396 TSecr=788523325"
"38","0.379549","192.168.2.2","192.168.1.2","TCP","66","41984","5001  >  45718 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=2321895420 TSecr=788523325"
