PING 192.168.2.2 (192.168.2.2) 56(84) bytes of data.
64 bytes from 192.168.2.2: icmp_seq=1 ttl=63 time=0.036 ms
64 bytes from 192.168.2.2: icmp_seq=2 ttl=63 time=696 ms
64 bytes from 192.168.2.2: icmp_seq=3 ttl=63 time=764 ms
64 bytes from 192.168.2.2: icmp_seq=4 ttl=63 time=807 ms
64 bytes from 192.168.2.2: icmp_seq=5 ttl=63 time=849 ms
64 bytes from 192.168.2.2: icmp_seq=6 ttl=63 time=940 ms
64 bytes from 192.168.2.2: icmp_seq=7 ttl=63 time=1140 ms
64 bytes from 192.168.2.2: icmp_seq=8 ttl=63 time=1434 ms
64 bytes from 192.168.2.2: icmp_seq=9 ttl=63 time=1875 ms
64 bytes from 192.168.2.2: icmp_seq=10 ttl=63 time=2353 ms
64 bytes from 192.168.2.2: icmp_seq=11 ttl=63 time=2868 ms
64 bytes from 192.168.2.2: icmp_seq=12 ttl=63 time=3378 ms
64 bytes from 192.168.2.2: icmp_seq=13 ttl=63 time=3867 ms
64 bytes from 192.168.2.2: icmp_seq=14 ttl=63 time=4373 ms
64 bytes from 192.168.2.2: icmp_seq=15 ttl=63 time=4904 ms
64 bytes from 192.168.2.2: icmp_seq=16 ttl=63 time=5394 ms
64 bytes from 192.168.2.2: icmp_seq=17 ttl=63 time=5884 ms
64 bytes from 192.168.2.2: icmp_seq=18 ttl=63 time=6406 ms
64 bytes from 192.168.2.2: icmp_seq=19 ttl=63 time=6895 ms
64 bytes from 192.168.2.2: icmp_seq=20 ttl=63 time=7386 ms
64 bytes from 192.168.2.2: icmp_seq=21 ttl=63 time=7870 ms
64 bytes from 192.168.2.2: icmp_seq=22 ttl=63 time=8396 ms
64 bytes from 192.168.2.2: icmp_seq=23 ttl=63 time=8886 ms
64 bytes from 192.168.2.2: icmp_seq=24 ttl=63 time=9370 ms
64 bytes from 192.168.2.2: icmp_seq=25 ttl=63 time=9909 ms
64 bytes from 192.168.2.2: icmp_seq=26 ttl=63 time=10389 ms
64 bytes from 192.168.2.2: icmp_seq=27 ttl=63 time=10907 ms
64 bytes from 192.168.2.2: icmp_seq=28 ttl=63 time=11397 ms
64 bytes from 192.168.2.2: icmp_seq=29 ttl=63 time=11911 ms
64 bytes from 192.168.2.2: icmp_seq=30 ttl=63 time=12408 ms
64 bytes from 192.168.2.2: icmp_seq=31 ttl=63 time=12897 ms
64 bytes from 192.168.2.2: icmp_seq=32 ttl=63 time=13400 ms
64 bytes from 192.168.2.2: icmp_seq=33 ttl=63 time=13908 ms
64 bytes from 192.168.2.2: icmp_seq=34 ttl=63 time=14409 ms
64 bytes from 192.168.2.2: icmp_seq=35 ttl=63 time=14902 ms
64 bytes from 192.168.2.2: icmp_seq=36 ttl=63 time=15410 ms
64 bytes from 192.168.2.2: icmp_seq=37 ttl=63 time=15922 ms
64 bytes from 192.168.2.2: icmp_seq=38 ttl=63 time=16390 ms
64 bytes from 192.168.2.2: icmp_seq=39 ttl=63 time=16910 ms
64 bytes from 192.168.2.2: icmp_seq=40 ttl=63 time=17424 ms
64 bytes from 192.168.2.2: icmp_seq=41 ttl=63 time=17889 ms
64 bytes from 192.168.2.2: icmp_seq=42 ttl=63 time=18398 ms
64 bytes from 192.168.2.2: icmp_seq=43 ttl=63 time=18924 ms
64 bytes from 192.168.2.2: icmp_seq=44 ttl=63 time=19414 ms
64 bytes from 192.168.2.2: icmp_seq=45 ttl=63 time=19946 ms
64 bytes from 192.168.2.2: icmp_seq=46 ttl=63 time=20412 ms
64 bytes from 192.168.2.2: icmp_seq=47 ttl=63 time=20938 ms
64 bytes from 192.168.2.2: icmp_seq=48 ttl=63 time=21423 ms
64 bytes from 192.168.2.2: icmp_seq=49 ttl=63 time=21901 ms
64 bytes from 192.168.2.2: icmp_seq=50 ttl=63 time=22440 ms
64 bytes from 192.168.2.2: icmp_seq=51 ttl=63 time=22949 ms
64 bytes from 192.168.2.2: icmp_seq=52 ttl=63 time=23426 ms
64 bytes from 192.168.2.2: icmp_seq=53 ttl=63 time=23929 ms
64 bytes from 192.168.2.2: icmp_seq=54 ttl=63 time=24412 ms
64 bytes from 192.168.2.2: icmp_seq=55 ttl=63 time=24938 ms
64 bytes from 192.168.2.2: icmp_seq=56 ttl=63 time=25430 ms
64 bytes from 192.168.2.2: icmp_seq=57 ttl=63 time=25913 ms
64 bytes from 192.168.2.2: icmp_seq=58 ttl=63 time=26452 ms
64 bytes from 192.168.2.2: icmp_seq=59 ttl=63 time=26930 ms
64 bytes from 192.168.2.2: icmp_seq=60 ttl=63 time=27437 ms
64 bytes from 192.168.2.2: icmp_seq=61 ttl=63 time=27952 ms

--- 192.168.2.2 ping statistics ---
61 packets transmitted, 61 received, 0% packet loss, time 60202ms
rtt min/avg/max/mdev = 0.036/13060.821/27952.262/8584.354 ms, pipe 19
