PING 192.168.30.2 (192.168.30.2) 56(84) bytes of data.
64 bytes from 192.168.30.2: icmp_seq=1 ttl=63 time=0.050 ms
64 bytes from 192.168.30.2: icmp_seq=2 ttl=63 time=919 ms
64 bytes from 192.168.30.2: icmp_seq=3 ttl=63 time=1388 ms
64 bytes from 192.168.30.2: icmp_seq=4 ttl=63 time=1462 ms
64 bytes from 192.168.30.2: icmp_seq=5 ttl=63 time=1531 ms
64 bytes from 192.168.30.2: icmp_seq=6 ttl=63 time=1601 ms
64 bytes from 192.168.30.2: icmp_seq=7 ttl=63 time=1802 ms
64 bytes from 192.168.30.2: icmp_seq=8 ttl=63 time=2220 ms
64 bytes from 192.168.30.2: icmp_seq=9 ttl=63 time=2637 ms
64 bytes from 192.168.30.2: icmp_seq=10 ttl=63 time=3225 ms
64 bytes from 192.168.30.2: icmp_seq=11 ttl=63 time=3714 ms
64 bytes from 192.168.30.2: icmp_seq=12 ttl=63 time=4222 ms
64 bytes from 192.168.30.2: icmp_seq=13 ttl=63 time=4694 ms
64 bytes from 192.168.30.2: icmp_seq=14 ttl=63 time=5212 ms
64 bytes from 192.168.30.2: icmp_seq=15 ttl=63 time=5691 ms
64 bytes from 192.168.30.2: icmp_seq=16 ttl=63 time=6225 ms
64 bytes from 192.168.30.2: icmp_seq=17 ttl=63 time=6747 ms
64 bytes from 192.168.30.2: icmp_seq=18 ttl=63 time=7186 ms
64 bytes from 192.168.30.2: icmp_seq=19 ttl=63 time=7687 ms
64 bytes from 192.168.30.2: icmp_seq=20 ttl=63 time=8227 ms
64 bytes from 192.168.30.2: icmp_seq=21 ttl=63 time=8716 ms
64 bytes from 192.168.30.2: icmp_seq=22 ttl=63 time=9217 ms
64 bytes from 192.168.30.2: icmp_seq=23 ttl=63 time=9720 ms
64 bytes from 192.168.30.2: icmp_seq=24 ttl=63 time=10237 ms
64 bytes from 192.168.30.2: icmp_seq=25 ttl=63 time=10800 ms
64 bytes from 192.168.30.2: icmp_seq=26 ttl=63 time=11263 ms
64 bytes from 192.168.30.2: icmp_seq=27 ttl=63 time=11706 ms
64 bytes from 192.168.30.2: icmp_seq=28 ttl=63 time=12265 ms
64 bytes from 192.168.30.2: icmp_seq=29 ttl=63 time=12756 ms
