PING 192.168.10.2 (192.168.10.2) 56(84) bytes of data.
64 bytes from 192.168.10.2: icmp_seq=1 ttl=63 time=226 ms
64 bytes from 192.168.10.2: icmp_seq=2 ttl=63 time=694 ms
64 bytes from 192.168.10.2: icmp_seq=3 ttl=63 time=758 ms
64 bytes from 192.168.10.2: icmp_seq=4 ttl=63 time=801 ms
64 bytes from 192.168.10.2: icmp_seq=5 ttl=63 time=844 ms
64 bytes from 192.168.10.2: icmp_seq=6 ttl=63 time=911 ms
64 bytes from 192.168.10.2: icmp_seq=7 ttl=63 time=1122 ms
64 bytes from 192.168.10.2: icmp_seq=8 ttl=63 time=1437 ms
64 bytes from 192.168.10.2: icmp_seq=9 ttl=63 time=1846 ms
64 bytes from 192.168.10.2: icmp_seq=10 ttl=63 time=2354 ms
64 bytes from 192.168.10.2: icmp_seq=11 ttl=63 time=2864 ms
64 bytes from 192.168.10.2: icmp_seq=12 ttl=63 time=3290 ms
64 bytes from 192.168.10.2: icmp_seq=13 ttl=63 time=3883 ms
64 bytes from 192.168.10.2: icmp_seq=14 ttl=63 time=4361 ms
64 bytes from 192.168.10.2: icmp_seq=15 ttl=63 time=4877 ms
