PING 192.168.20.2 (192.168.20.2) 56(84) bytes of data.
64 bytes from 192.168.20.2: icmp_seq=1 ttl=63 time=0.093 ms
64 bytes from 192.168.20.2: icmp_seq=2 ttl=63 time=852 ms
64 bytes from 192.168.20.2: icmp_seq=3 ttl=63 time=1815 ms
64 bytes from 192.168.20.2: icmp_seq=4 ttl=63 time=1808 ms
64 bytes from 192.168.20.2: icmp_seq=5 ttl=63 time=1693 ms
64 bytes from 192.168.20.2: icmp_seq=6 ttl=63 time=1746 ms
64 bytes from 192.168.20.2: icmp_seq=8 ttl=63 time=1463 ms
64 bytes from 192.168.20.2: icmp_seq=11 ttl=63 time=1112 ms
64 bytes from 192.168.20.2: icmp_seq=12 ttl=63 time=111 ms
64 bytes from 192.168.20.2: icmp_seq=13 ttl=63 time=3676 ms
64 bytes from 192.168.20.2: icmp_seq=14 ttl=63 time=3704 ms
64 bytes from 192.168.20.2: icmp_seq=15 ttl=63 time=2740 ms
64 bytes from 192.168.20.2: icmp_seq=16 ttl=63 time=1716 ms
64 bytes from 192.168.20.2: icmp_seq=17 ttl=63 time=715 ms
64 bytes from 192.168.20.2: icmp_seq=19 ttl=63 time=174 ms
64 bytes from 192.168.20.2: icmp_seq=20 ttl=63 time=89.2 ms
