No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
12389,7.652843565,13.35284357,192.168.2.2,192.168.1.2,66,512,631296
12391,7.653949483,13.35394948,192.168.2.2,192.168.1.2,66,512,631296
12394,7.655427093,13.35542709,192.168.2.2,192.168.1.2,66,512,631296
12396,7.65686572,13.35686572,192.168.2.2,192.168.1.2,66,512,631296
12398,7.657459311,13.35745931,192.168.2.2,192.168.1.2,66,512,631296
12400,7.658927211,13.35892721,192.168.2.2,192.168.1.2,66,512,631296
12402,7.65939407,13.35939407,192.168.2.2,192.168.1.2,66,512,631296
12404,7.660850372,13.36085037,192.168.2.2,192.168.1.2,66,512,631296
12405,7.661459323,13.36145932,192.168.2.2,192.168.1.2,66,512,631296
12408,7.662896231,13.36289623,192.168.2.2,192.168.1.2,66,512,631296
12410,7.664361084,13.36436108,192.168.2.2,192.168.1.2,66,512,631296
12411,7.664841524,13.36484152,192.168.2.2,192.168.1.2,66,512,631296
12413,7.666295479,13.36629548,192.168.2.2,192.168.1.2,66,512,631296
12415,7.667762725,13.36776273,192.168.2.2,192.168.1.2,66,512,631296
12417,7.669222181,13.36922218,192.168.2.2,192.168.1.2,66,512,631296
12419,7.670311196,13.3703112,192.168.2.2,192.168.1.2,66,512,631296
12422,7.671755278,13.37175528,192.168.2.2,192.168.1.2,66,512,631296
12424,7.67320191,13.37320191,192.168.2.2,192.168.1.2,66,512,631296
12426,7.673802732,13.37380273,192.168.2.2,192.168.1.2,66,512,631296
12428,7.675291474,13.37529147,192.168.2.2,192.168.1.2,66,512,631296
12430,7.675747211,13.37574721,192.168.2.2,192.168.1.2,66,512,631296
12432,7.677189462,13.37718946,192.168.2.2,192.168.1.2,66,512,631296
12433,7.677794798,13.3777948,192.168.2.2,192.168.1.2,66,512,631296
12436,7.679246802,13.3792468,192.168.2.2,192.168.1.2,66,512,631296
12438,7.680719976,13.38071998,192.168.2.2,192.168.1.2,66,512,631296
12439,7.681215993,13.38121599,192.168.2.2,192.168.1.2,66,512,631296
12441,7.682656562,13.38265656,192.168.2.2,192.168.1.2,66,512,631296
12444,7.684104493,13.38410449,192.168.2.2,192.168.1.2,66,512,631296
12446,7.68531736,13.38531736,192.168.2.2,192.168.1.2,66,512,631296
12448,7.686403087,13.38640309,192.168.2.2,192.168.1.2,66,512,631296
12450,7.686642461,13.38664246,192.168.2.2,192.168.1.2,66,512,631296
12452,7.687733045,13.38773305,192.168.2.2,192.168.1.2,66,512,631296
12454,7.688822465,13.38882247,192.168.2.2,192.168.1.2,66,512,631296
12456,7.689916804,13.3899168,192.168.2.2,192.168.1.2,66,512,631296
12457,7.691033012,13.39103301,192.168.2.2,192.168.1.2,66,512,631296
12459,7.692105457,13.39210546,192.168.2.2,192.168.1.2,66,512,631296
12461,7.69357791,13.39357791,192.168.2.2,192.168.1.2,66,512,631296
12463,7.695045723,13.39504572,192.168.2.2,192.168.1.2,66,512,631296
12465,7.696348443,13.39634844,192.168.2.2,192.168.1.2,66,512,631296
12467,7.697570196,13.3975702,192.168.2.2,192.168.1.2,66,512,631296
12470,7.698907292,13.39890729,192.168.2.2,192.168.1.2,66,512,631296
12472,7.700227191,13.40022719,192.168.2.2,192.168.1.2,66,512,631296
12474,7.700450506,13.40045051,192.168.2.2,192.168.1.2,66,512,631296
12477,7.701551207,13.40155121,192.168.2.2,192.168.1.2,66,512,631296
12479,7.702643267,13.40264327,192.168.2.2,192.168.1.2,66,512,631296
12480,7.702996375,13.40299638,192.168.2.2,192.168.1.2,66,512,631296
12482,7.703610836,13.40361084,192.168.2.2,192.168.1.2,66,512,631296
12484,7.704734906,13.40473491,192.168.2.2,192.168.1.2,66,512,631296
12485,7.705791042,13.40579104,192.168.2.2,192.168.1.2,66,512,631296
12487,7.707132483,13.40713248,192.168.2.2,192.168.1.2,66,512,631296
12489,7.708456571,13.40845657,192.168.2.2,192.168.1.2,66,512,631296
12491,7.709783704,13.4097837,192.168.2.2,192.168.1.2,66,512,631296
12494,7.711234775,13.41123478,192.168.2.2,192.168.1.2,66,512,631296
12496,7.712697619,13.41269762,192.168.2.2,192.168.1.2,66,512,631296
12498,7.713051524,13.41305152,192.168.2.2,192.168.1.2,66,512,631296
12499,7.713903183,13.41390318,192.168.2.2,192.168.1.2,66,512,631296
12502,7.71511226,13.41511226,192.168.2.2,192.168.1.2,66,512,631296
12504,7.716404548,13.41640455,192.168.2.2,192.168.1.2,66,512,631296
12506,7.716631477,13.41663148,192.168.2.2,192.168.1.2,66,512,631296
12508,7.717824933,13.41782493,192.168.2.2,192.168.1.2,66,512,631296
12510,7.71900058,13.41900058,192.168.2.2,192.168.1.2,66,512,631296
12511,7.719361862,13.41936186,192.168.2.2,192.168.1.2,66,512,631296
12513,7.720699659,13.42069966,192.168.2.2,192.168.1.2,66,512,631296
12515,7.722146044,13.42214604,192.168.2.2,192.168.1.2,66,512,631296
12518,7.723627337,13.42362734,192.168.2.2,192.168.1.2,66,512,631296
12519,7.724817442,13.42481744,192.168.2.2,192.168.1.2,66,512,631296
12522,7.726044196,13.4260442,192.168.2.2,192.168.1.2,66,512,631296
12524,7.72724762,13.42724762,192.168.2.2,192.168.1.2,66,512,631296
12527,7.728440485,13.42844049,192.168.2.2,192.168.1.2,66,512,631296
12528,7.728671805,13.42867181,192.168.2.2,192.168.1.2,66,512,631296
12530,7.729994288,13.42999429,192.168.2.2,192.168.1.2,66,512,631296
12531,7.730250782,13.43025078,192.168.2.2,192.168.1.2,66,512,631296
12533,7.731728974,13.43172897,192.168.2.2,192.168.1.2,66,512,631296
12536,7.733097852,13.43309785,192.168.2.2,192.168.1.2,66,512,631296
12538,7.734293481,13.43429348,192.168.2.2,192.168.1.2,66,512,631296
12540,7.735473519,13.43547352,192.168.2.2,192.168.1.2,66,512,631296
12541,7.735688578,13.43568858,192.168.2.2,192.168.1.2,66,512,631296
12544,7.736995259,13.43699526,192.168.2.2,192.168.1.2,66,512,631296
12545,7.73811678,13.43811678,192.168.2.2,192.168.1.2,66,512,631296
12548,7.739323966,13.43932397,192.168.2.2,192.168.1.2,66,512,631296
12550,7.740803085,13.44080309,192.168.2.2,192.168.1.2,66,512,631296
12551,7.741153192,13.44115319,192.168.2.2,192.168.1.2,66,512,631296
12553,7.742622933,13.44262293,192.168.2.2,192.168.1.2,66,512,631296
12555,7.744060393,13.44406039,192.168.2.2,192.168.1.2,66,512,631296
12558,7.745424693,13.44542469,192.168.2.2,192.168.1.2,66,512,631296
12559,7.746607774,13.44660777,192.168.2.2,192.168.1.2,66,512,631296
12562,7.747816559,13.44781656,192.168.2.2,192.168.1.2,66,512,631296
12564,7.749026264,13.44902626,192.168.2.2,192.168.1.2,66,512,631296
12566,7.750111382,13.45011138,192.168.2.2,192.168.1.2,66,512,631296
12568,7.751203163,13.45120316,192.168.2.2,192.168.1.2,66,512,631296
12569,7.752047147,13.45204715,192.168.2.2,192.168.1.2,66,512,631296
12571,7.75337635,13.45337635,192.168.2.2,192.168.1.2,66,512,631296
12573,7.754745665,13.45474567,192.168.2.2,192.168.1.2,66,512,631296
12576,7.756063111,13.45606311,192.168.2.2,192.168.1.2,66,512,631296
12578,7.757494471,13.45749447,192.168.2.2,192.168.1.2,66,512,631296
12581,7.758825322,13.45882532,192.168.2.2,192.168.1.2,66,512,631296
12583,7.759911919,13.45991192,192.168.2.2,192.168.1.2,66,512,631296
12585,7.761002886,13.46100289,192.168.2.2,192.168.1.2,66,512,631296
12587,7.762092079,13.46209208,192.168.2.2,192.168.1.2,66,512,631296
12589,7.762940474,13.46294047,192.168.2.2,192.168.1.2,66,512,631296
12591,7.764034806,13.46403481,192.168.2.2,192.168.1.2,66,512,631296
12592,7.765120333,13.46512033,192.168.2.2,192.168.1.2,66,512,631296
12595,7.76621215,13.46621215,192.168.2.2,192.168.1.2,66,512,631296
12597,7.767543062,13.46754306,192.168.2.2,192.168.1.2,66,512,631296
12598,7.768392473,13.46839247,192.168.2.2,192.168.1.2,66,512,631296
12600,7.769722789,13.46972279,192.168.2.2,192.168.1.2,66,512,631296
12602,7.771059906,13.47105991,192.168.2.2,192.168.1.2,66,512,631296
12605,7.772391234,13.47239123,192.168.2.2,192.168.1.2,66,512,631296
12607,7.773841521,13.47384152,192.168.2.2,192.168.1.2,66,512,631296
12610,7.775176217,13.47517622,192.168.2.2,192.168.1.2,66,512,631296
12612,7.776263975,13.47626398,192.168.2.2,192.168.1.2,66,512,631296
12614,7.777354634,13.47735463,192.168.2.2,192.168.1.2,66,512,631296
12616,7.778443707,13.47844371,192.168.2.2,192.168.1.2,66,512,631296
12618,7.77929184,13.47929184,192.168.2.2,192.168.1.2,66,512,631296
12620,7.780399017,13.48039902,192.168.2.2,192.168.1.2,66,512,631296
12622,7.781587337,13.48158734,192.168.2.2,192.168.1.2,66,512,631296
12625,7.782593684,13.48259368,192.168.2.2,192.168.1.2,66,512,631296
12627,7.783908108,13.48390811,192.168.2.2,192.168.1.2,66,512,631296
12628,7.784503376,13.48450338,192.168.2.2,192.168.1.2,66,512,631296
12630,7.784743214,13.48474321,192.168.2.2,192.168.1.2,66,512,631296
12632,7.785975063,13.48597506,192.168.2.2,192.168.1.2,66,512,631296
12634,7.786936002,13.486936,192.168.2.2,192.168.1.2,66,512,631296
12636,7.788023717,13.48802372,192.168.2.2,192.168.1.2,66,512,631296
12638,7.789117614,13.48911761,192.168.2.2,192.168.1.2,66,512,631296
12639,7.790207041,13.49020704,192.168.2.2,192.168.1.2,66,512,631296
12641,7.791537009,13.49153701,192.168.2.2,192.168.1.2,66,512,631296
12643,7.792868331,13.49286833,192.168.2.2,192.168.1.2,66,512,631296
12646,7.794201064,13.49420106,192.168.2.2,192.168.1.2,66,512,631296
12648,7.795654949,13.49565495,192.168.2.2,192.168.1.2,66,512,631296
12651,7.796994314,13.49699431,192.168.2.2,192.168.1.2,66,512,631296
12653,7.798085062,13.49808506,192.168.2.2,192.168.1.2,66,512,631296
12655,7.799165937,13.49916594,192.168.2.2,192.168.1.2,66,512,631296
12657,7.800259323,13.50025932,192.168.2.2,192.168.1.2,66,512,631296
12659,7.801103894,13.50110389,192.168.2.2,192.168.1.2,66,512,631296
12661,7.802193815,13.50219382,192.168.2.2,192.168.1.2,66,512,631296
12663,7.80328441,13.50328441,192.168.2.2,192.168.1.2,66,512,631296
12664,7.803648384,13.50364838,192.168.2.2,192.168.1.2,66,512,631296
12667,7.805017076,13.50501708,192.168.2.2,192.168.1.2,66,512,631296
12670,7.806335444,13.50633544,192.168.2.2,192.168.1.2,66,512,631296
12671,7.806563887,13.50656389,192.168.2.2,192.168.1.2,66,512,631296
12673,7.807649839,13.50764984,192.168.2.2,192.168.1.2,66,512,631296
12675,7.808374439,13.50837444,192.168.2.2,192.168.1.2,66,512,631296
12677,7.809462739,13.50946274,192.168.2.2,192.168.1.2,66,512,631296
12679,7.810555308,13.51055531,192.168.2.2,192.168.1.2,66,512,631296
12681,7.811641217,13.51164122,192.168.2.2,192.168.1.2,66,512,631296
12682,7.812004305,13.51200431,192.168.2.2,192.168.1.2,66,512,631296
12684,7.813344598,13.5133446,192.168.2.2,192.168.1.2,66,512,631296
12687,7.814687447,13.51468745,192.168.2.2,192.168.1.2,66,512,631296
12689,7.815770621,13.51577062,192.168.2.2,192.168.1.2,66,512,631296
12691,7.816871146,13.51687115,192.168.2.2,192.168.1.2,66,512,631296
12693,7.817466057,13.51746606,192.168.2.2,192.168.1.2,66,512,631296
12695,7.818557893,13.51855789,192.168.2.2,192.168.1.2,66,512,631296
12697,7.819641566,13.51964157,192.168.2.2,192.168.1.2,66,512,631296
12698,7.820241764,13.52024176,192.168.2.2,192.168.1.2,66,512,631296
12700,7.821573354,13.52157335,192.168.2.2,192.168.1.2,66,512,631296
12702,7.822908808,13.52290881,192.168.2.2,192.168.1.2,66,512,631296
12704,7.824238106,13.52423811,192.168.2.2,192.168.1.2,66,512,631296
12706,7.825572058,13.52557206,192.168.2.2,192.168.1.2,66,512,631296
12708,7.826906422,13.52690642,192.168.2.2,192.168.1.2,66,512,631296
12710,7.828357533,13.52835753,192.168.2.2,192.168.1.2,66,512,631296
12712,7.829865042,13.52986504,192.168.2.2,192.168.1.2,66,512,631296
12714,7.831401083,13.53140108,192.168.2.2,192.168.1.2,66,512,631296
12716,7.832794958,13.53279496,192.168.2.2,192.168.1.2,66,512,631296
12718,7.833838007,13.53383801,192.168.2.2,192.168.1.2,66,512,631296
12721,7.835278705,13.53527871,192.168.2.2,192.168.1.2,66,512,631296
12723,7.836731506,13.53673151,192.168.2.2,192.168.1.2,66,512,631296
12725,7.837325195,13.5373252,192.168.2.2,192.168.1.2,66,512,631296
12727,7.838776485,13.53877649,192.168.2.2,192.168.1.2,66,512,631296
12729,7.839257481,13.53925748,192.168.2.2,192.168.1.2,66,512,631296
12731,7.840710317,13.54071032,192.168.2.2,192.168.1.2,66,512,631296
12732,7.841315077,13.54131508,192.168.2.2,192.168.1.2,66,512,631296
12735,7.842769825,13.54276983,192.168.2.2,192.168.1.2,66,512,631296
12737,7.844222447,13.54422245,192.168.2.2,192.168.1.2,66,512,631296
12738,7.84470702,13.54470702,192.168.2.2,192.168.1.2,66,512,631296
12740,7.846160283,13.54616028,192.168.2.2,192.168.1.2,66,512,631296
12742,7.847644676,13.54764468,192.168.2.2,192.168.1.2,66,512,631296
12744,7.849087392,13.54908739,192.168.2.2,192.168.1.2,66,512,631296
12746,7.850158603,13.5501586,192.168.2.2,192.168.1.2,66,512,631296
12749,7.851610752,13.55161075,192.168.2.2,192.168.1.2,66,512,631296
12751,7.853064751,13.55306475,192.168.2.2,192.168.1.2,66,512,631296
12753,7.853669049,13.55366905,192.168.2.2,192.168.1.2,66,512,631296
12755,7.855162599,13.5551626,192.168.2.2,192.168.1.2,66,512,631296
12757,7.85562608,13.55562608,192.168.2.2,192.168.1.2,66,512,631296
12759,7.857072864,13.55707286,192.168.2.2,192.168.1.2,66,512,631296
12760,7.857671523,13.55767152,192.168.2.2,192.168.1.2,66,512,631296
12763,7.859124804,13.5591248,192.168.2.2,192.168.1.2,66,512,631296
12765,7.860573678,13.56057368,192.168.2.2,192.168.1.2,66,512,631296
12766,7.861057646,13.56105765,192.168.2.2,192.168.1.2,66,512,631296
12768,7.862521673,13.56252167,192.168.2.2,192.168.1.2,66,512,631296
12771,7.863976796,13.5639768,192.168.2.2,192.168.1.2,66,512,631296
12773,7.865180538,13.56518054,192.168.2.2,192.168.1.2,66,512,631296
12775,7.866507922,13.56650792,192.168.2.2,192.168.1.2,66,512,631296
12778,7.867728643,13.56772864,192.168.2.2,192.168.1.2,66,512,631296
12780,7.868932774,13.56893277,192.168.2.2,192.168.1.2,66,512,631296
12782,7.870020788,13.57002079,192.168.2.2,192.168.1.2,66,512,631296
12784,7.871110102,13.5711101,192.168.2.2,192.168.1.2,66,512,631296
12785,7.871963322,13.57196332,192.168.2.2,192.168.1.2,66,512,631296
12787,7.873300915,13.57330092,192.168.2.2,192.168.1.2,66,512,631296
12789,7.874628158,13.57462816,192.168.2.2,192.168.1.2,66,512,631296
12792,7.875972588,13.57597259,192.168.2.2,192.168.1.2,66,512,631296
12794,7.877410816,13.57741082,192.168.2.2,192.168.1.2,66,512,631296
12797,7.878741808,13.57874181,192.168.2.2,192.168.1.2,66,512,631296
12799,7.879847134,13.57984713,192.168.2.2,192.168.1.2,66,512,631296
12801,7.880931018,13.58093102,192.168.2.2,192.168.1.2,66,512,631296
12803,7.882014312,13.58201431,192.168.2.2,192.168.1.2,66,512,631296
12805,7.882861325,13.58286133,192.168.2.2,192.168.1.2,66,512,631296
12807,7.88395047,13.58395047,192.168.2.2,192.168.1.2,66,512,631296
12809,7.885044279,13.58504428,192.168.2.2,192.168.1.2,66,512,631296
12811,7.886130096,13.5861301,192.168.2.2,192.168.1.2,66,512,631296
12813,7.887469054,13.58746905,192.168.2.2,192.168.1.2,66,512,631296
12815,7.888318232,13.58831823,192.168.2.2,192.168.1.2,66,512,631296
12817,7.889206262,13.58920626,192.168.2.2,192.168.1.2,66,512,631296
12819,7.890254073,13.59025407,192.168.2.2,192.168.1.2,66,512,631296
12821,7.89133899,13.59133899,192.168.2.2,192.168.1.2,66,512,631296
12824,7.892434365,13.59243437,192.168.2.2,192.168.1.2,66,512,631296
12826,7.89351807,13.59351807,192.168.2.2,192.168.1.2,66,512,631296
12827,7.893760689,13.59376069,192.168.2.2,192.168.1.2,66,512,631296
12829,7.894850558,13.59485056,192.168.2.2,192.168.1.2,66,512,631296
12830,7.895821209,13.59582121,192.168.2.2,192.168.1.2,66,512,631296
12833,7.897153099,13.5971531,192.168.2.2,192.168.1.2,66,512,631296
12835,7.898485325,13.59848533,192.168.2.2,192.168.1.2,66,512,631296
12837,7.899212679,13.59921268,192.168.2.2,192.168.1.2,66,512,631296
12839,7.900543505,13.60054351,192.168.2.2,192.168.1.2,66,512,631296
12841,7.901269815,13.60126982,192.168.2.2,192.168.1.2,66,512,631296
12844,7.902359396,13.6023594,192.168.2.2,192.168.1.2,66,512,631296
12846,7.903449895,13.6034499,192.168.2.2,192.168.1.2,66,512,631296
12847,7.903936832,13.60393683,192.168.2.2,192.168.1.2,66,512,631296
12849,7.904687544,13.60468754,192.168.2.2,192.168.1.2,66,512,631296
12851,7.905775444,13.60577544,192.168.2.2,192.168.1.2,66,512,631296
12852,7.906851185,13.60685119,192.168.2.2,192.168.1.2,66,512,631296
12855,7.908174838,13.60817484,192.168.2.2,192.168.1.2,66,512,631296
12857,7.909510281,13.60951028,192.168.2.2,192.168.1.2,66,512,631296
12858,7.910113836,13.61011384,192.168.2.2,192.168.1.2,66,512,631296
12860,7.91144371,13.61144371,192.168.2.2,192.168.1.2,66,512,631296
12862,7.912776133,13.61277613,192.168.2.2,192.168.1.2,66,512,631296
12865,7.914142112,13.61414211,192.168.2.2,192.168.1.2,66,512,631296
12867,7.91557822,13.61557822,192.168.2.2,192.168.1.2,66,512,631296
12870,7.916911556,13.61691156,192.168.2.2,192.168.1.2,66,512,631296
12872,7.917999225,13.61799923,192.168.2.2,192.168.1.2,66,512,631296
12874,7.919076343,13.61907634,192.168.2.2,192.168.1.2,66,512,631296
12876,7.920165505,13.62016551,192.168.2.2,192.168.1.2,66,512,631296
12878,7.921014009,13.62101401,192.168.2.2,192.168.1.2,66,512,631296
12880,7.922120508,13.62212051,192.168.2.2,192.168.1.2,66,512,631296
12882,7.923226239,13.62322624,192.168.2.2,192.168.1.2,66,512,631296
12884,7.924299861,13.62429986,192.168.2.2,192.168.1.2,66,512,631296
12886,7.925623796,13.6256238,192.168.2.2,192.168.1.2,66,512,631296
12888,7.926466163,13.62646616,192.168.2.2,192.168.1.2,66,512,631296
12890,7.927797627,13.62779763,192.168.2.2,192.168.1.2,66,512,631296
12892,7.928401673,13.62840167,192.168.2.2,192.168.1.2,66,512,631296
12894,7.929547829,13.62954783,192.168.2.2,192.168.1.2,66,512,631296
12896,7.930604431,13.63060443,192.168.2.2,192.168.1.2,66,512,631296
12898,7.931709172,13.63170917,192.168.2.2,192.168.1.2,66,512,631296
12900,7.931916791,13.63191679,192.168.2.2,192.168.1.2,66,512,631296
12902,7.933008334,13.63300833,192.168.2.2,192.168.1.2,66,512,631296
12903,7.934095162,13.63409516,192.168.2.2,192.168.1.2,66,512,631296
12906,7.935427151,13.63542715,192.168.2.2,192.168.1.2,66,512,631296
12908,7.93676372,13.63676372,192.168.2.2,192.168.1.2,66,512,631296
12909,7.937365472,13.63736547,192.168.2.2,192.168.1.2,66,512,631296
12911,7.938851313,13.63885131,192.168.2.2,192.168.1.2,66,512,631296
12914,7.940282362,13.64028236,192.168.2.2,192.168.1.2,66,512,631296
12917,7.941362223,13.64136222,192.168.2.2,192.168.1.2,66,512,631296
12919,7.94245319,13.64245319,192.168.2.2,192.168.1.2,66,512,631296
12920,7.942815146,13.64281515,192.168.2.2,192.168.1.2,66,512,631296
12922,7.943662743,13.64366274,192.168.2.2,192.168.1.2,66,512,631296
12924,7.944753938,13.64475394,192.168.2.2,192.168.1.2,66,512,631296
12926,7.945846171,13.64584617,192.168.2.2,192.168.1.2,66,512,631296
12928,7.946933014,13.64693301,192.168.2.2,192.168.1.2,66,512,631296
12930,7.948268662,13.64826866,192.168.2.2,192.168.1.2,66,512,631296
12931,7.949236103,13.6492361,192.168.2.2,192.168.1.2,66,512,631296
12933,7.950690905,13.65069091,192.168.2.2,192.168.1.2,66,512,631296
12936,7.952140115,13.65214012,192.168.2.2,192.168.1.2,66,512,631296
12938,7.953715618,13.65371562,192.168.2.2,192.168.1.2,66,512,631296
12940,7.955220205,13.65522021,192.168.2.2,192.168.1.2,66,512,631296
12942,7.956678187,13.65667819,192.168.2.2,192.168.1.2,66,512,631296
12944,7.958105907,13.65810591,192.168.2.2,192.168.1.2,66,512,631296
12947,7.959169833,13.65916983,192.168.2.2,192.168.1.2,66,512,631296
12949,7.960620038,13.66062004,192.168.2.2,192.168.1.2,66,512,631296
12950,7.961225019,13.66122502,192.168.2.2,192.168.1.2,66,512,631296
12954,7.96268145,13.66268145,192.168.2.2,192.168.1.2,66,512,631296
12956,7.963775583,13.66377558,192.168.2.2,192.168.1.2,66,512,631296
12957,7.964011478,13.66401148,192.168.2.2,192.168.1.2,66,512,631296
12959,7.9646168,13.6646168,192.168.2.2,192.168.1.2,66,512,631296
12961,7.965708592,13.66570859,192.168.2.2,192.168.1.2,66,512,631296
12962,7.966796672,13.66679667,192.168.2.2,192.168.1.2,66,512,631296
12965,7.96788747,13.66788747,192.168.2.2,192.168.1.2,66,512,631296
12967,7.96935127,13.66935127,192.168.2.2,192.168.1.2,66,512,631296
12968,7.970073564,13.67007356,192.168.2.2,192.168.1.2,66,512,631296
12970,7.971524268,13.67152427,192.168.2.2,192.168.1.2,66,512,631296
12973,7.972973751,13.67297375,192.168.2.2,192.168.1.2,66,512,631296
12975,7.973947145,13.67394715,192.168.2.2,192.168.1.2,66,512,631296
12977,7.975032304,13.6750323,192.168.2.2,192.168.1.2,66,512,631296
12979,7.975519595,13.6755196,192.168.2.2,192.168.1.2,66,512,631296
12981,7.976618727,13.67661873,192.168.2.2,192.168.1.2,66,512,631296
12983,7.977700659,13.67770066,192.168.2.2,192.168.1.2,66,512,631296
12985,7.978788312,13.67878831,192.168.2.2,192.168.1.2,66,512,631296
12986,7.979932881,13.67993288,192.168.2.2,192.168.1.2,66,512,631296
12988,7.980997369,13.68099737,192.168.2.2,192.168.1.2,66,512,631296
