PING 192.168.70.2 (192.168.70.2) 56(84) bytes of data.
64 bytes from 192.168.70.2: icmp_seq=1 ttl=63 time=0.047 ms
64 bytes from 192.168.70.2: icmp_seq=2 ttl=63 time=694 ms
64 bytes from 192.168.70.2: icmp_seq=3 ttl=63 time=762 ms
64 bytes from 192.168.70.2: icmp_seq=4 ttl=63 time=801 ms
64 bytes from 192.168.70.2: icmp_seq=5 ttl=63 time=869 ms
64 bytes from 192.168.70.2: icmp_seq=6 ttl=63 time=896 ms
64 bytes from 192.168.70.2: icmp_seq=7 ttl=63 time=1133 ms
64 bytes from 192.168.70.2: icmp_seq=8 ttl=63 time=1422 ms
64 bytes from 192.168.70.2: icmp_seq=9 ttl=63 time=1864 ms
64 bytes from 192.168.70.2: icmp_seq=10 ttl=63 time=2372 ms
64 bytes from 192.168.70.2: icmp_seq=11 ttl=63 time=2905 ms
64 bytes from 192.168.70.2: icmp_seq=12 ttl=63 time=3217 ms
64 bytes from 192.168.70.2: icmp_seq=13 ttl=63 time=3240 ms
64 bytes from 192.168.70.2: icmp_seq=14 ttl=63 time=3256 ms
64 bytes from 192.168.70.2: icmp_seq=15 ttl=63 time=3258 ms
64 bytes from 192.168.70.2: icmp_seq=16 ttl=63 time=3334 ms
64 bytes from 192.168.70.2: icmp_seq=17 ttl=63 time=3458 ms
