PING 192.168.20.2 (192.168.20.2) 56(84) bytes of data.
64 bytes from 192.168.20.2: icmp_seq=1 ttl=63 time=898 ms
64 bytes from 192.168.20.2: icmp_seq=2 ttl=63 time=1474 ms
64 bytes from 192.168.20.2: icmp_seq=3 ttl=63 time=2264 ms
64 bytes from 192.168.20.2: icmp_seq=4 ttl=63 time=2735 ms
64 bytes from 192.168.20.2: icmp_seq=5 ttl=63 time=2812 ms
64 bytes from 192.168.20.2: icmp_seq=6 ttl=63 time=2817 ms
64 bytes from 192.168.20.2: icmp_seq=7 ttl=63 time=3004 ms
64 bytes from 192.168.20.2: icmp_seq=8 ttl=63 time=3378 ms
64 bytes from 192.168.20.2: icmp_seq=9 ttl=63 time=3800 ms
64 bytes from 192.168.20.2: icmp_seq=10 ttl=63 time=4318 ms
64 bytes from 192.168.20.2: icmp_seq=11 ttl=63 time=4872 ms
64 bytes from 192.168.20.2: icmp_seq=12 ttl=63 time=5345 ms
64 bytes from 192.168.20.2: icmp_seq=13 ttl=63 time=5911 ms
64 bytes from 192.168.20.2: icmp_seq=14 ttl=63 time=6422 ms
64 bytes from 192.168.20.2: icmp_seq=15 ttl=63 time=6893 ms
64 bytes from 192.168.20.2: icmp_seq=16 ttl=63 time=7455 ms
64 bytes from 192.168.20.2: icmp_seq=17 ttl=63 time=8013 ms
64 bytes from 192.168.20.2: icmp_seq=18 ttl=63 time=8440 ms
64 bytes from 192.168.20.2: icmp_seq=19 ttl=63 time=8954 ms
64 bytes from 192.168.20.2: icmp_seq=20 ttl=63 time=9417 ms
64 bytes from 192.168.20.2: icmp_seq=21 ttl=63 time=9980 ms
64 bytes from 192.168.20.2: icmp_seq=22 ttl=63 time=10451 ms
64 bytes from 192.168.20.2: icmp_seq=23 ttl=63 time=10963 ms
64 bytes from 192.168.20.2: icmp_seq=24 ttl=63 time=11339 ms
64 bytes from 192.168.20.2: icmp_seq=25 ttl=63 time=12038 ms
64 bytes from 192.168.20.2: icmp_seq=26 ttl=63 time=12329 ms
64 bytes from 192.168.20.2: icmp_seq=27 ttl=63 time=12986 ms
64 bytes from 192.168.20.2: icmp_seq=28 ttl=63 time=13455 ms
64 bytes from 192.168.20.2: icmp_seq=29 ttl=63 time=13918 ms
