"No.","Time","Source","Destination","Protocol","Length","Window size value","Calculated window size"
"1262","364.354412857","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1264","364.367189359","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1266","364.378966422","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1268","364.390719690","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1270","364.403432954","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1272","364.415123916","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1274","364.427048214","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1276","364.439667642","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1278","364.451432863","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1280","364.463376147","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1282","364.475921987","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1284","364.487657322","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1286","364.500379302","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1288","364.512101422","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1290","364.523952032","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1292","364.536710231","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1294","364.548638877","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1297","364.566554871","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1299","364.578766305","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1301","364.590556993","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1303","364.603244477","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1305","364.614984162","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1307","364.627912307","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1309","364.639029948","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1311","364.651716139","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1313","364.663555169","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1315","364.675342311","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1317","364.687992805","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1319","364.699728923","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1321","364.711680712","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1323","364.724309358","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1325","364.736023996","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1327","364.750856420","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1329","364.760130723","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1331","364.772256148","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1333","364.784979540","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1335","364.796746685","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1337","364.808577048","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1339","364.820710196","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1342","364.838844517","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1344","364.851566046","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1346","364.863325796","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1348","364.875184893","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1350","364.887874344","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1352","364.899582426","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1354","364.911530478","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1356","364.924095384","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1358","364.935826321","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1360","364.948624945","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1362","364.960295058","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1364","364.972078332","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1366","364.984860045","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1368","364.996574751","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1370","365.008428257","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1372","365.020952669","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1374","365.032785084","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1376","365.045497716","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1378","365.057266513","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1380","365.069052012","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1382","365.081058895","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1384","365.093489740","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1387","365.111565732","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1389","365.123894407","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1391","365.136148141","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1393","365.147690926","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1395","365.160099430","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1397","365.171924182","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1399","365.184644057","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1401","365.196385244","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1403","365.208266171","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1405","365.221296779","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1407","365.232589055","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1409","365.244872304","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1411","365.256737833","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1413","365.269412446","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1415","365.281107193","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1417","365.293044636","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1419","365.305647904","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1421","365.317365715","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1423","365.329405490","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1425","365.341859178","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1427","365.353631663","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1429","365.366330931","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1432","365.383972359","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1434","365.396723834","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1436","365.408435034","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1438","365.420237836","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1440","365.432933255","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1442","365.444688307","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1444","365.456571579","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1446","365.469291056","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1448","365.480929618","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1450","365.492893370","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1452","365.505424213","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1454","365.517198631","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1456","365.529945046","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1458","365.541686182","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1460","365.553449139","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1462","365.566193100","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1464","365.577944696","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1466","365.589772614","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1468","365.601891536","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1470","365.614168083","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1472","365.626944004","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1474","365.638898567","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1477","365.656406508","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1479","365.668954974","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1481","365.680685628","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1483","365.692987122","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1485","365.705282806","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1487","365.717021418","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1489","365.729819037","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1491","365.741197226","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1493","365.753637569","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1495","365.765971774","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1497","365.777672454","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1499","365.789653849","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1501","365.802113316","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1503","365.813914906","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1505","365.825997030","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1507","365.838044269","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1509","365.850754547","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1511","365.862464243","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1513","365.874628160","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1515","365.886914776","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1517","365.898689334","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1519","365.911182396","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1522","365.929118646","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1524","365.941084512","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1526","365.953386879","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1528","365.965294365","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1530","365.977459824","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1532","365.989803807","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1534","366.001560331","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1536","366.014402906","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1538","366.025780755","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1540","366.037928751","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1542","366.050562025","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1544","366.062266073","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1546","366.074951653","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1548","366.086768470","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1550","366.098480923","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1552","366.110604283","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1554","366.123049766","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1556","366.134838192","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1558","366.146888424","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1560","366.159246434","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1562","366.171185930","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1564","366.183224192","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1567","366.201398096","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1569","366.213961200","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1571","366.225917377","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1573","366.237745515","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1575","366.250447789","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1577","366.262097433","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1579","366.274848981","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1581","366.286623798","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1583","366.298394400","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1585","366.311072437","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1587","366.322514904","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1589","366.334629919","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1591","366.347244539","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1593","366.359067037","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1595","366.370994001","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1597","366.383580787","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1599","366.395332754","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1601","366.408093977","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1603","366.419866961","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1605","366.431615983","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1607","366.443892519","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1609","366.455781882","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1612","366.474309379","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1614","366.486093204","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1616","366.498793925","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1618","366.510500326","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1620","366.522411038","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1622","366.534978109","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1624","366.546752206","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1626","366.558733772","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1628","366.571215122","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1630","366.582988157","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1632","366.595738551","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1634","366.607510584","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1636","366.619305350","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1638","366.631927865","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1640","366.643707742","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1642","366.655620960","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1644","366.668190264","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1646","366.679993296","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1648","366.692742176","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1650","366.704456212","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1652","366.716208819","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1654","366.728332440","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1657","366.746627632","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1659","366.759304286","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1661","366.771138247","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1663","366.782816415","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1665","366.795526401","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1667","366.807308284","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1669","366.819170156","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1671","366.831773754","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1673","366.843542392","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1675","366.855484213","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1677","366.868081851","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1679","366.879835490","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1681","366.892549946","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1683","366.904296292","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1685","366.916084195","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1687","366.928794663","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1689","366.940503068","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1691","366.952403391","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1693","366.965015786","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1695","366.976777260","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1697","366.988756812","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1699","367.001321717","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1702","367.019037217","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1704","367.031623210","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1706","367.043628131","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1708","367.055784242","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1710","367.067465917","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1712","367.080158793","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1714","367.091890071","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1716","367.104237300","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1718","367.116689706","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1720","367.128562047","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1722","367.140905769","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1724","367.152319205","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1726","367.164340182","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1728","367.176463712","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1730","367.188634572","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1732","367.200658896","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1734","367.213423157","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1736","367.225083310","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1738","367.237716996","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1740","367.249097437","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1742","367.261287393","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1744","367.273319663","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1747","367.291681621","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1749","367.304172638","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1751","367.316150276","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1753","367.327891331","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1755","367.340681610","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1757","367.352376800","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1759","367.364175864","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1761","367.376848021","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1763","367.388639731","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1765","367.400492135","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1767","367.413091155","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1769","367.424898827","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1771","367.437384012","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1773","367.449387620","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1775","367.461126080","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1777","367.473172497","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1779","367.485606839","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1781","367.497527431","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1783","367.510161917","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1785","367.521608723","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1787","367.534160044","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1789","367.546291589","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1792","367.564033657","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1794","367.576727635","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1796","367.588502624","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1798","367.600377960","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1800","367.612968184","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1802","367.624767358","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1804","367.637065135","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1806","367.648832119","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1808","367.661461086","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1810","367.673242177","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1812","367.685966341","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1814","367.697760115","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1816","367.709511060","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1818","367.721842689","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1820","367.734044206","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1822","367.745819608","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1824","367.758461796","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1826","367.770341631","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1828","367.782023938","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1830","367.794937986","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1832","367.806422713","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1834","367.819211167","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1837","367.836783468","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1839","367.848633126","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1841","367.861277051","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1843","367.873080222","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1845","367.885766588","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1847","367.897550713","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1849","367.909284114","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1851","367.922152277","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1853","367.933902640","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1855","367.945560871","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1857","367.958322977","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1859","367.970071506","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1861","367.981892099","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1863","367.994117682","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1865","368.006289253","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1867","368.018677468","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1869","368.030320750","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1871","368.042575148","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1873","368.054564037","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1875","368.067139742","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1877","368.078786001","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1879","368.091544240","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1882","368.109185309","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1884","368.121272441","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1886","368.133673491","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1888","368.145414007","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1890","368.158223360","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1892","368.169893212","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1894","368.181707245","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1896","368.194340359","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1898","368.206116702","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1900","368.218732632","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1902","368.230213191","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1904","368.242874237","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1906","368.254578784","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1908","368.266502673","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1910","368.278617036","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1912","368.290850032","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1914","368.302983942","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1916","368.315028986","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1918","368.327091472","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1920","368.339498645","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1922","368.351409658","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1924","368.363392064","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1927","368.381940321","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1929","368.393672480","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1931","368.406422361","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1933","368.418169419","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1935","368.430919632","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1937","368.442661148","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1939","368.454480250","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1941","368.467151054","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1943","368.478902260","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1945","368.490678341","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1947","368.503431221","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1949","368.515151134","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1951","368.526919411","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1953","368.539635209","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1955","368.551405049","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1957","368.563239921","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1959","368.575885388","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1961","368.587593252","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1963","368.599591839","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1965","368.612157747","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1967","368.623981758","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1969","368.636693649","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1972","368.654311745","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1974","368.667055647","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1976","368.678810097","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1978","368.690507270","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1980","368.703307286","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1982","368.715010752","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1984","368.726821469","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1986","368.738897119","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1988","368.751221025","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1990","368.763400931","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
"1992","368.775723836","192.168.2.2","192.168.1.2","TCP","66","1163","595456"
