"No.","Time","Source","Destination","Protocol","Length","Window size value","Calculated window size"
"1745","15.373590513","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1747","15.386253761","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1749","15.398895828","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1752","15.416625463","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1754","15.430070686","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1756","15.440600775","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1758","15.452398014","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1760","15.464589693","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1762","15.476517071","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1764","15.488675192","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1766","15.500912100","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1768","15.513564838","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1770","15.525146055","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1772","15.537161789","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1774","15.549843323","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1776","15.561556630","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1778","15.573422853","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1780","15.586068257","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1782","15.597800920","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1784","15.610588651","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1786","15.622288894","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1788","15.634139155","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1790","15.646919114","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1792","15.658550467","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1794","15.671296529","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1797","15.688568877","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1799","15.700710587","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1801","15.713449777","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1803","15.725136534","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1805","15.737010833","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1807","15.749052094","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1809","15.761432304","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1811","15.774158105","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1813","15.785904889","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1815","15.797548481","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1817","15.809661197","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1819","15.822155372","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1821","15.838942986","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1823","15.846144435","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1825","15.858089838","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1827","15.870173960","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1829","15.882407742","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1831","15.895124310","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1833","15.906879926","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1835","15.918684524","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1837","15.931377167","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1839","15.943115560","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1842","15.961812949","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1844","15.973132448","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1846","15.985293203","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1848","15.997345616","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1850","16.009482085","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1852","16.022492995","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1854","16.034306981","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1856","16.045953032","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1858","16.057890388","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1860","16.070489115","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1862","16.082187404","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1864","16.094260259","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1866","16.106704201","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1868","16.118476669","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1870","16.131208202","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1872","16.142982947","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1874","16.154875369","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1876","16.166984358","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1878","16.179209194","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1880","16.192022340","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1882","16.203683712","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1884","16.215430311","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1887","16.234055627","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1889","16.245796643","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1891","16.257764637","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1893","16.270312077","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1895","16.282072703","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1897","16.294777078","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1899","16.306542924","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1901","16.318332132","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1903","16.330444047","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1905","16.342834583","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1907","16.355594661","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1909","16.367354965","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1911","16.379065769","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1913","16.391768951","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1915","16.403158071","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1917","16.415278340","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1919","16.428026287","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1921","16.439777104","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1923","16.452064325","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1925","16.463848955","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1927","16.476569652","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1929","16.488788247","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1932","16.506056436","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1934","16.518599749","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1936","16.530420737","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1938","16.542416552","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1940","16.554593828","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1942","16.566599876","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1944","16.579366127","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1946","16.591105763","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1948","16.602981524","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1950","16.615078109","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1952","16.627358650","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1954","16.639305254","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1956","16.651891597","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1958","16.663607860","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1960","16.675660343","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1962","16.687795820","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1964","16.699897516","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1966","16.713324886","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1968","16.724346496","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1970","16.736173826","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1972","16.748307521","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1974","16.760571811","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1977","16.779215719","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1979","16.790939776","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1981","16.809729538","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1983","16.816564180","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1985","16.827587082","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1987","16.839898721","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1989","16.851837340","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1991","16.864395170","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1993","16.876127312","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1995","16.888884486","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1997","16.900659077","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"1999","16.912378566","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2001","16.924538811","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2003","16.936920350","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2005","16.948736708","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2007","16.961373251","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2009","16.974239369","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2011","16.985045662","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2013","16.997651231","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2015","17.009405806","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2017","17.026627087","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2019","17.033904038","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2022","17.051687200","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2024","17.063742732","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2026","17.076780559","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2028","17.088293763","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2030","17.101045956","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2032","17.112818575","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2034","17.124604829","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2036","17.139946346","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2038","17.149213929","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2040","17.160789277","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2042","17.173454389","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2044","17.185204564","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2046","17.197024321","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2048","17.209219910","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2050","17.221234060","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2052","17.233349092","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2054","17.245981683","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2056","17.257770020","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2058","17.269686267","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2060","17.281845991","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2062","17.293977903","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2064","17.306800676","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2067","17.324398767","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2069","17.337096192","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2071","17.348830053","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2073","17.360585700","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2075","17.372627733","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2077","17.385015114","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2079","17.396824040","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2081","17.410537526","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2083","17.421049692","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2085","17.433170853","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2087","17.445308154","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2089","17.457525316","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2091","17.470252003","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2093","17.484045278","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2095","17.493936527","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2097","17.505837518","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2099","17.518257290","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2101","17.530147154","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2103","17.542229559","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2105","17.554613539","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2107","17.567221824","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2109","17.578987149","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2112","17.596764413","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2114","17.609499753","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2116","17.620906798","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2118","17.633014364","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2120","17.645655518","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2122","17.657923106","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2124","17.669677236","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2126","17.681490724","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2128","17.694167016","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2130","17.705916190","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2132","17.717822228","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2134","17.729939072","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2136","17.742231995","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2138","17.754265642","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2140","17.766640519","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2142","17.778392940","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2144","17.791139053","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2146","17.802977814","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2148","17.815615935","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2150","17.826817180","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2152","17.839132427","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2154","17.851044234","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2157","17.869542522","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2159","17.881336960","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2161","17.893489100","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2163","17.905754441","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2165","17.917672943","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2167","17.930270317","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2169","17.942012288","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2171","17.954805258","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2173","17.966457812","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2175","17.978244516","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2177","17.994242495","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2179","18.003659407","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2181","18.019859924","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2183","18.027208028","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2185","18.038777426","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2187","18.050905320","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2189","18.063497395","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2191","18.075265083","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2193","18.087979016","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2195","18.099711909","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2197","18.111487072","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2199","18.123570964","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2202","18.141859709","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2204","18.154573298","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2206","18.166284151","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2208","18.178096814","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2210","18.190801278","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2212","18.202529543","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2214","18.215275275","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2216","18.227032595","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2218","18.238834949","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2220","18.251040275","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2222","18.262862799","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2224","18.275003297","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2226","18.287351613","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2228","18.299227937","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2230","18.311814418","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2232","18.323539719","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2234","18.335544030","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2236","18.348046827","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2238","18.359801914","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2240","18.372590716","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2242","18.384371149","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2244","18.396095818","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2247","18.414278361","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2249","18.426395335","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2251","18.439132792","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2253","18.450860365","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2255","18.462710558","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2257","18.475420263","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2259","18.487180254","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2261","18.499590000","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2263","18.511600494","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2265","18.525093433","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2267","18.535402198","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2269","18.547911840","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2271","18.559594820","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2273","18.572371670","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2275","18.584127356","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2277","18.595988451","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2279","18.608695290","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2281","18.620364404","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2283","18.633100849","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2285","18.644839002","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2287","18.656585191","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2289","18.669385184","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2292","18.686780242","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2294","18.699698095","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2296","18.711439665","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2298","18.723187689","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2300","18.735938884","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2302","18.747661816","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2304","18.759456686","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2306","18.771562889","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2308","18.783956712","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2310","18.796703005","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2312","18.808451337","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2314","18.820063573","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2316","18.832205936","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2318","18.844674368","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2320","18.857021159","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2322","18.868700686","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2324","18.880585534","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2326","18.892696867","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2328","18.904934968","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2330","18.917764305","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2332","18.929476422","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2334","18.942276535","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2337","18.959842096","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2339","18.971568304","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2341","18.984323634","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2343","18.996110388","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2345","19.008837215","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2347","19.021463954","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2349","19.032717237","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2351","19.045034257","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2353","19.056164151","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2355","19.068578800","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2357","19.080401464","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2359","19.092524479","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2361","19.104808345","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2363","19.116828635","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2365","19.128955500","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2367","19.141008073","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2369","19.153738737","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2371","19.165504401","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2373","19.178223053","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2375","19.189972898","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2377","19.201735618","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2379","19.213668434","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2382","19.232245930","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2384","19.243956845","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2386","19.256058658","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2388","19.268495981","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2390","19.280256557","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2392","19.292821059","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2394","19.304853715","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2396","19.317331685","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2398","19.329175830","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2400","19.345092614","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2402","19.352919595","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2404","19.365027732","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2406","19.377168180","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2408","19.389257261","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2410","19.401619863","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2412","19.414310482","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2414","19.426021837","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2416","19.437783475","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2418","19.450168319","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2420","19.461970905","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2422","19.474552399","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2424","19.486301122","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2427","19.504433832","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2429","19.516733138","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2431","19.530749201","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2433","19.541172430","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2435","19.553033703","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2437","19.564888947","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2439","19.577382126","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2441","19.589160144","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2443","19.601897430","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2445","19.613709342","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2447","19.626809408","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2449","19.638209909","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2451","19.649966346","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2453","19.661859801","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2455","19.674404426","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2457","19.686134304","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2459","19.698145139","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2461","19.710328136","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2463","19.722345703","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2465","19.735139085","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2467","19.746910831","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2469","19.758746707","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2472","19.776865852","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2474","19.789000669","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"2476","19.801793929","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
