"No.","Time","Source","Destination","Protocol","Length","Window size value","Calculated window size"
"3449","25.705695204","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3451","25.717544062","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3453","25.734707065","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3455","25.741504147","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3457","25.753379359","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3459","25.765483592","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3462","25.784051141","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3464","25.795711194","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3466","25.808539872","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3468","25.822435640","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3470","25.832064990","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3472","25.844732305","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3474","25.856500966","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3476","25.868390203","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3478","25.881090760","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3480","25.893654762","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3482","25.904773694","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3484","25.917348085","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3486","25.929124891","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3488","25.947358138","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3490","25.953474184","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3492","25.966466218","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3494","25.978136414","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3496","25.989731594","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3498","26.004638607","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3500","26.019607847","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3502","26.025950173","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3504","26.038156071","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3507","26.056113194","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3509","26.068253160","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3511","26.080914093","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3513","26.092780587","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3515","26.104980645","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3517","26.116673084","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3519","26.129307267","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3521","26.141065359","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3523","26.153814106","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3525","26.165226347","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3527","26.177329486","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3529","26.191192543","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3531","26.201668719","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3533","26.215272068","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3535","26.226000218","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3537","26.238256894","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3539","26.251880852","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3541","26.262664513","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3543","26.274363944","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3545","26.287752427","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3547","26.298911802","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3549","26.310640400","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3552","26.329262682","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3554","26.340744722","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3556","26.352863068","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3558","26.364989717","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3560","26.377219349","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3562","26.389205042","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3564","26.401294207","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3566","26.413505383","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3568","26.426157280","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3570","26.437988532","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3572","26.449949178","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3574","26.461867579","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3576","26.474170061","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3578","26.486648820","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3580","26.498359362","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3582","26.510450747","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3584","26.523901327","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3586","26.534544959","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3588","26.546687124","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3590","26.559174842","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3592","26.571168877","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3594","26.583014109","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3597","26.601173511","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3599","26.613346449","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3601","26.625963505","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3603","26.643748790","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3605","26.650577050","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3607","26.662200679","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3609","26.674004385","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3611","26.685935981","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3613","26.699071624","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3615","26.710238777","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3617","26.722281810","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3619","26.734937686","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3621","26.746993938","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3623","26.758744883","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3625","26.771480787","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3627","26.783230489","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3629","26.794954358","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3631","26.807116046","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3633","26.819169220","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3635","26.831334714","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3637","26.843977887","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3639","26.855691101","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3642","26.874328567","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3644","26.886059296","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3646","26.897925390","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3648","26.910600439","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3650","26.922341799","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3652","26.934289184","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3654","26.946435272","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3656","26.958652925","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3658","26.971380080","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3660","26.983085705","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3662","26.994837935","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3664","27.006989172","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3666","27.019164494","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3668","27.031169408","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3670","27.043329533","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3672","27.055582772","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3674","27.068359311","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3676","27.080083659","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3678","27.091921469","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3680","27.104648997","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3682","27.115971262","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3684","27.129479853","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3687","27.153266821","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3689","27.158525551","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3691","27.170468527","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3693","27.182535438","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3695","27.194699297","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3697","27.206918166","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3699","27.220791332","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3701","27.231003132","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3703","27.250310874","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3705","27.255223361","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3707","27.267719836","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3709","27.279466094","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3711","27.291578582","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3715","27.303836609","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3717","27.315769858","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3719","27.327871714","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3721","27.340090426","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3723","27.352341373","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3725","27.364209339","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3727","27.376328127","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3729","27.389072013","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3731","27.400828553","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3734","27.418707157","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3736","27.431176451","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3738","27.443158259","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3740","27.455062085","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3742","27.467431351","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3744","27.479280672","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3746","27.491406883","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3748","27.503727582","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3750","27.515612578","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3752","27.528257750","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3754","27.539962621","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3756","27.552862310","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3758","27.564093061","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3760","27.576208433","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3762","27.588991198","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3764","27.600663749","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3766","27.612553166","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3768","27.624741952","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3770","27.636733903","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3772","27.648849544","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3774","27.660957751","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3776","27.673079033","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3779","27.691402155","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3781","27.703378698","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3783","27.723629461","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3785","27.728216419","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3787","27.741244819","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3789","27.752550193","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3791","27.764425223","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3793","27.776639800","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3795","27.788655413","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3797","27.800755004","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3799","27.812866167","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3801","27.824994411","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3803","27.837338341","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3805","27.849391775","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3807","27.861361983","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3809","27.873929541","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3811","27.885529867","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3813","27.897958544","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3815","27.909768974","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3817","27.921897849","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3819","27.934430509","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3821","27.946087754","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3824","27.964370285","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3826","27.976409960","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3828","27.988477234","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3830","28.000601188","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3832","28.012706342","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3834","28.024810892","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3836","28.036936522","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3838","28.049783296","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3840","28.061618208","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3842","28.073311017","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3844","28.086142728","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3846","28.097497665","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3848","28.109670353","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3850","28.122321157","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3852","28.134115797","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3854","28.145976931","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3856","28.158647941","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3858","28.170216347","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3860","28.182324104","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3862","28.194491702","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3864","28.206577478","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3866","28.218700422","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3869","28.237027436","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3871","28.249674494","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3873","28.269740548","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3875","28.279284742","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3877","28.287840219","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3879","28.299625241","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3881","28.311502071","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3883","28.324071874","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3885","28.335811017","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3887","28.347841110","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3889","28.359961760","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3891","28.372153293","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3893","28.384869039","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3895","28.396314113","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3897","28.408457546","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3899","28.422241284","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3901","28.440674352","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3903","28.448575078","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3905","28.458392511","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3907","28.469951783","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3909","28.483024228","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3911","28.501524475","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3914","28.513229467","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3916","28.524221712","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3918","28.535674853","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3920","28.548008726","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3922","28.560776737","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3924","28.572016495","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3926","28.584822391","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3928","28.596384353","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3930","28.612719526","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3932","28.620586313","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3934","28.633071247","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3936","28.646143391","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3938","28.660232951","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3940","28.670404398","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3942","28.681285946","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3944","28.695136062","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3946","28.709259655","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3948","28.719447928","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3950","28.730170909","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3952","28.749954082","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3954","28.755580730","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3956","28.769436943","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3959","28.786060428","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3961","28.798970481","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3963","28.810566248","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3965","28.823736554","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3967","28.843909824","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3969","28.846662394","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3971","28.859476366","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3973","28.871232343","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3975","28.882819832","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3977","28.897269869","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3979","28.907021779","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3981","28.929856110","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3983","28.932274302","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3985","28.946816211","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3987","28.955915498","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3989","28.968708268","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3991","28.983665326","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3993","28.992571329","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3995","29.004911329","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3997","29.019937516","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"3999","29.028456719","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4001","29.040483321","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4004","29.058805098","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4006","29.071517705","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4008","29.083258133","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4010","29.095005897","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4012","29.107108654","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4014","29.119309108","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4016","29.132320009","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4018","29.144069507","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4020","29.155786882","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4022","29.167681840","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4024","29.179809794","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4026","29.192085826","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4028","29.204771855","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4030","29.216593759","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4032","29.228365142","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4034","29.240457569","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4036","29.252499101","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4038","29.264590257","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4040","29.277280287","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4042","29.289010663","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4044","29.300935246","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4046","29.313488087","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4049","29.332404646","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4051","29.343298988","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4053","29.355702668","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4055","29.368335810","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4057","29.380098019","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4059","29.391877680","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4061","29.404647064","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4063","29.416358309","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4065","29.428135446","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4067","29.441411642","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4069","29.452376025","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4071","29.464433788","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4073","29.476555841","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4075","29.488852902","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4077","29.501582103","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4079","29.512871295","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4081","29.525083878","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4083","29.537880606","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4085","29.549584955","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4087","29.561335953","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4089","29.573855852","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4091","29.585935544","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4094","29.604055773","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4096","29.616767738","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4098","29.627937309","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4100","29.640264917","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4102","29.653037450","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4104","29.664711673","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4106","29.676486014","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4108","29.688552173","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4110","29.700616077","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4112","29.713696996","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4114","29.724881683","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4116","29.737227526","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4118","29.749101213","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4120","29.761190846","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4122","29.773498987","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4124","29.786207680","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4126","29.797897804","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4128","29.809684458","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4130","29.821759703","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4132","29.844119561","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4134","29.849836167","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4136","29.862204422","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4139","29.880247470","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4141","29.893021669","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4143","29.904754108","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4145","29.916437108","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4147","29.928567767","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4149","29.940954837","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4151","29.952726914","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4153","29.965431820","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4155","29.977209928","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4157","29.989069840","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4159","30.001230586","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4161","30.013507519","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4163","30.025949120","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4165","30.038030526","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4167","30.049711414","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4169","30.061733870","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4171","30.074179480","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4173","30.085965854","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4175","30.098659679","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4177","30.110404775","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4179","30.122304702","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
"4181","30.134455649","192.168.2.2","192.168.1.2","TCP","66","1015","519680"
