"No.","Time","Source","Destination","Protocol","Length","Window size value","Calculated window size"
"1789","10.902687364","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1791","10.915125931","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1793","10.926891896","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1796","10.944912005","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1798","10.957074422","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1800","10.969981020","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1802","10.981748434","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1804","10.993538717","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1806","11.006271294","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1808","11.018019477","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1810","11.029795872","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1812","11.043513456","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1815","11.060229919","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1817","11.073326281","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1819","11.084599546","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1821","11.096391084","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1823","11.109355306","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1825","11.120805721","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1827","11.134346284","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1829","11.145269267","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1831","11.157116946","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1834","11.175669664","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1836","11.187679407","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1838","11.199331841","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1840","11.211922682","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1842","11.223579123","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1844","11.235623108","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1846","11.247815729","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1848","11.260028458","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1850","11.272056084","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1853","11.290289553","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1855","11.302267837","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1857","11.314765584","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1859","11.326533686","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1861","11.338585676","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1863","11.351045862","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1865","11.363879169","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1867","11.375494852","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1869","11.387268021","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1872","11.405841979","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1874","11.417319246","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1876","11.429512239","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1878","11.442116115","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1880","11.453629007","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1882","11.465791145","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1884","11.478394510","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1886","11.490173851","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1888","11.502236443","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1891","11.520483106","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1893","11.533324521","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1895","11.544969587","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1897","11.556628061","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1899","11.569457791","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1901","11.581249161","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1903","11.593577644","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1905","11.605285410","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1907","11.617233476","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1910","11.635634160","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1912","11.648388646","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1914","11.660149013","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1916","11.671678315","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1918","11.684634089","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1920","11.696348349","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1922","11.708079237","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1924","11.720849117","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1926","11.732241141","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1929","11.750406551","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1931","11.763017262","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1933","11.774780300","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1935","11.787529561","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1937","11.799205297","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1939","11.810967275","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1941","11.823700642","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1943","11.835441974","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1945","11.847419175","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1948","11.865781646","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1950","11.877594600","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1952","11.889664726","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1954","11.902051675","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1956","11.922232254","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1958","11.934413315","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1960","11.940326092","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1962","11.952272235","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1964","11.964771475","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1967","11.982481011","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1969","11.994675671","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1971","12.007403217","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1973","12.018802607","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1975","12.031882386","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1977","12.043648031","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1979","12.055356619","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1981","12.067368816","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1983","12.079968547","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1986","12.097556191","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1988","12.109636217","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1990","12.121799635","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1992","12.133842142","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1994","12.146504748","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1996","12.158256687","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"1998","12.170205726","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2000","12.182759087","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2002","12.194567743","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2005","12.213056604","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2007","12.224884583","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2009","12.237652396","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2011","12.249315713","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2013","12.261064242","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2015","12.273848116","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2017","12.285636584","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2019","12.297402289","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2021","12.309488164","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2024","12.327754905","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2026","12.340794829","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2028","12.352188607","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2030","12.364416282","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2032","12.387765661","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2034","12.388366473","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2036","12.403898238","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2038","12.413707313","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2040","12.424695197","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2043","12.442718475","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2045","12.454981685","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2047","12.466898864","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2049","12.479464980","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2051","12.491291196","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2053","12.503281304","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2055","12.515738916","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2057","12.527605109","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2059","12.540260913","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2062","12.557869799","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2064","12.569898308","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2066","12.582402242","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2068","12.594196436","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2070","12.606232278","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2072","12.618654494","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2074","12.631396997","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2076","12.642548914","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2078","12.654844622","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2081","12.672887224","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2083","12.685792353","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2085","12.697078230","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2087","12.709162543","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2089","12.727141833","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2091","12.733402709","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2093","12.746000126","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2095","12.757747527","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2097","12.770435210","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2100","12.787929453","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2102","12.800429044","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2104","12.812125259","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2106","12.824798583","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2108","12.836357375","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2110","12.849370143","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2112","12.861106936","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2114","12.872868423","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2116","12.885610218","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2119","12.903167730","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2121","12.915072846","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2123","12.927898058","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2125","12.939425476","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2127","12.951396887","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2129","12.963603368","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2131","12.975721063","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2133","12.987755001","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2135","13.000231558","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2138","13.018044058","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2140","13.030551143","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2142","13.042235125","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2144","13.054364451","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2146","13.066793851","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2148","13.078615130","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2150","13.091311770","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2152","13.103062337","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2154","13.114958657","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2157","13.133371602","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2159","13.145244799","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2161","13.157879563","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2163","13.169640780","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2165","13.181737024","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2167","13.194159681","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2169","13.205795613","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2171","13.218655196","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2173","13.230381279","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2176","13.248175305","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2178","13.260726702","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2180","13.272537492","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2182","13.285268801","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2184","13.297030785","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2186","13.308714977","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2188","13.320838331","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2190","13.333292738","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2192","13.345086316","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2195","13.363194671","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2197","13.375364473","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2199","13.387606882","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2201","13.400369033","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2203","13.412115804","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2205","13.423892680","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2207","13.438118407","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2209","13.448326202","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2211","13.461196718","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2214","13.478648301","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2216","13.490407344","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2218","13.503313556","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2220","13.515990296","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2222","13.526728368","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2224","13.538830244","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2226","13.551317178","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2228","13.563903895","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2230","13.575181334","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2233","13.593329333","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2235","13.605506059","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2237","13.617556207","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2239","13.629737692","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2241","13.642309841","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2243","13.654063060","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2245","13.666027207","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2247","13.678533340","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2249","13.690268668","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2252","13.708448355","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2254","13.720662202","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2256","13.733440127","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2258","13.745200628","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2260","13.756952849","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2262","13.769668836","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2264","13.781080067","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2266","13.793248777","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2268","13.805915762","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2271","13.823461642","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2273","13.835920995","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2275","13.847740873","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2277","13.859828672","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2279","13.872773305","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2281","13.884288843","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2283","13.897059252","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2285","13.908776636","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2287","13.920497097","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2290","13.938545038","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2292","13.952155679","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2294","13.962890157","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2296","13.976631672","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2298","13.987027760","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2300","13.999368861","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2302","14.012082328","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2304","14.024168544","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2306","14.035592857","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2309","14.054209081","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2311","14.065978395","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2313","14.077867239","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2315","14.089950080","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2317","14.102208730","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2319","14.114927231","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2321","14.126280172","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2323","14.138433282","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2325","14.150737378","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2328","14.168643811","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2330","14.180761348","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2332","14.192855489","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2334","14.205323600","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2336","14.217980146","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2338","14.229195727","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2340","14.241380560","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2342","14.253559733","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2344","14.265539765","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2347","14.283714776","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2349","14.295850996","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2351","14.308431127","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2353","14.320126118","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2355","14.332359682","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2357","14.344258664","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2359","14.356364360","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2361","14.368484599","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2363","14.381149067","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2366","14.398752717","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2368","14.411191384","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2370","14.423054312","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2372","14.435205419","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2374","14.447208609","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2376","14.459619111","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2378","14.471443286","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2380","14.483554320","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2382","14.495667787","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2385","14.513824295","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2387","14.525944221","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2389","14.538767912","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2391","14.550155650","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2393","14.562332141","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2395","14.576183786","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2397","14.586538486","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2399","14.598697549","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2401","14.611074372","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2404","14.629369607","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2406","14.641674349","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2408","14.653261330","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2410","14.665209036","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2412","14.677583422","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2414","14.689621187","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2416","14.701551431","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2418","14.713663916","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2420","14.725801631","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2423","14.744033313","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2425","14.756061451","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2427","14.768167654","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2429","14.780519237","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2431","14.792401121","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2433","14.805037057","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2435","14.816809575","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2437","14.828725522","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2439","14.841291297","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2442","14.859012298","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2444","14.871225899","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2446","14.883418004","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2448","14.896173733","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2450","14.907463858","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2452","14.919643557","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2454","14.931687045","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2456","14.944115673","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2458","14.955943555","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2461","14.974498096","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2463","14.986241067","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2465","14.998311745","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2467","15.010810734","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2469","15.022565740","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2471","15.035271256","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2473","15.047027804","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2475","15.058880793","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2477","15.071587880","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2480","15.089261078","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2482","15.101876950","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2484","15.113431098","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2486","15.125528846","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2488","15.138195142","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2490","15.149878290","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2492","15.161850512","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2494","15.174384988","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2496","15.186138338","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2499","15.204398664","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2501","15.217076577","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2503","15.228738555","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2505","15.240605790","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2507","15.253362371","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2509","15.265055121","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2511","15.276956971","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2513","15.289489394","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2515","15.301304091","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2518","15.319294274","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2520","15.331586105","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2522","15.344386883","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2524","15.356137327","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2526","15.367915526","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2528","15.380681936","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2530","15.391989102","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2532","15.404115232","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2534","15.416874339","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2537","15.434472778","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2539","15.447297538","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2541","15.459035426","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2543","15.470778715","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2545","15.483696259","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2547","15.495173483","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2549","15.507996988","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2551","15.519653174","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2553","15.531413206","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2556","15.549426412","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2558","15.562264347","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2560","15.573638588","192.168.2.2","192.168.1.2","TCP","66","108","55296"
"2562","15.585793162","192.168.2.2","192.168.1.2","TCP","66","108","55296"
