No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.000393,192.168.2.2,192.168.1.2,TCP,74,43440,"5001  >  59124 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=3270165604 TSecr=2461295705 WS=512"
7,0.000439,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  59124 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=3270165604 TSecr=2461295705
12,0.049721,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  59124 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=3270165653 TSecr=2461295705
15,0.110676,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  59124 [ACK] Seq=1 Ack=24617 Win=38400 Len=0 TSval=3270165714 TSecr=2461295705
25,0.195064,192.168.2.2,192.168.1.2,TCP,66,40960,5001  >  59124 [ACK] Seq=1 Ack=28961 Win=40960 Len=0 TSval=3270165798 TSecr=2461295705
28,0.231441,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  59124 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=3270165835 TSecr=2461295720
31,0.243878,192.168.2.2,192.168.1.2,TCP,66,38912,5001  >  59124 [ACK] Seq=1 Ack=39097 Win=38912 Len=0 TSval=3270165847 TSecr=2461295754
33,0.316444,192.168.2.2,192.168.1.2,TCP,66,40960,5001  >  59124 [ACK] Seq=1 Ack=43441 Win=40960 Len=0 TSval=3270165920 TSecr=2461295781
37,0.35263,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=46337 Win=41984 Len=0 TSval=3270165956 TSecr=2461295815
39,0.376751,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=3270165980 TSecr=2461295815
41,0.401598,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  59124 [ACK] Seq=1 Ack=50681 Win=42496 Len=0 TSval=3270166005 TSecr=2461295815
43,0.413372,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=53577 Win=41984 Len=0 TSval=3270166017 TSecr=2461295815
45,0.437871,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=56473 Win=41984 Len=0 TSval=3270166041 TSecr=2461295816
47,0.46156,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=59369 Win=41984 Len=0 TSval=3270166065 TSecr=2461295817
49,0.485867,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=62265 Win=41984 Len=0 TSval=3270166089 TSecr=2461295818
51,0.510337,192.168.2.2,192.168.1.2,TCP,78,42496,[TCP Window Update] 5001  >  59124 [ACK] Seq=1 Ack=62265 Win=42496 Len=0 TSval=3270166114 TSecr=2461295868 SLE=60817 SRE=62265
53,0.522137,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=65161 Win=41984 Len=0 TSval=3270166125 TSecr=2461295899
55,0.546586,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=68057 Win=41984 Len=0 TSval=3270166150 TSecr=2461295899
57,0.570567,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=70953 Win=41984 Len=0 TSval=3270166174 TSecr=2461295936
59,0.594775,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  59124 [ACK] Seq=1 Ack=72401 Win=42496 Len=0 TSval=3270166198 TSecr=2461295936
61,0.607288,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59124 [ACK] Seq=1 Ack=75297 Win=41984 Len=0 TSval=3270166211 TSecr=2461295948
