No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.000391,192.168.2.2,192.168.1.2,TCP,74,43440,"5001  >  59158 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=3270460344 TSecr=2461590445 WS=512"
7,0.000439,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  59158 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=3270460344 TSecr=2461590445
12,0.049963,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  59158 [ACK] Seq=1 Ack=14481 Win=39936 Len=0 TSval=3270460394 TSecr=2461590445
15,0.110692,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  59158 [ACK] Seq=1 Ack=24617 Win=38400 Len=0 TSval=3270460455 TSecr=2461590445
24,0.195323,192.168.2.2,192.168.1.2,TCP,66,40960,5001  >  59158 [ACK] Seq=1 Ack=28961 Win=40960 Len=0 TSval=3270460539 TSecr=2461590445
27,0.231399,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  59158 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=3270460575 TSecr=2461590460
30,0.243859,192.168.2.2,192.168.1.2,TCP,66,38912,5001  >  59158 [ACK] Seq=1 Ack=39097 Win=38912 Len=0 TSval=3270460588 TSecr=2461590495
33,0.316411,192.168.2.2,192.168.1.2,TCP,66,40960,5001  >  59158 [ACK] Seq=1 Ack=43441 Win=40960 Len=0 TSval=3270460660 TSecr=2461590520
37,0.35269,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=46337 Win=41984 Len=0 TSval=3270460697 TSecr=2461590556
39,0.377114,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=3270460721 TSecr=2461590556
41,0.40101,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  59158 [ACK] Seq=1 Ack=50681 Win=42496 Len=0 TSval=3270460745 TSecr=2461590556
43,0.413101,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=53577 Win=41984 Len=0 TSval=3270460757 TSecr=2461590556
45,0.437867,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=56473 Win=41984 Len=0 TSval=3270460782 TSecr=2461590556
48,0.461577,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=59369 Win=41984 Len=0 TSval=3270460805 TSecr=2461590558
50,0.485901,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=62265 Win=41984 Len=0 TSval=3270460830 TSecr=2461590558
52,0.510391,192.168.2.2,192.168.1.2,TCP,78,42496,[TCP Window Update] 5001  >  59158 [ACK] Seq=1 Ack=62265 Win=42496 Len=0 TSval=3270460854 TSecr=2461590608 SLE=60817 SRE=62265
54,0.522115,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=65161 Win=41984 Len=0 TSval=3270460866 TSecr=2461590640
56,0.546611,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  59158 [ACK] Seq=1 Ack=68057 Win=41984 Len=0 TSval=3270460890 TSecr=2461590640
