No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.002076,192.168.2.2,192.168.1.2,TCP,74,28960,"5001  >  48026 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=552176871 TSecr=457398586 WS=512"
7,0.002167,192.168.2.2,192.168.1.2,TCP,66,43520,5001  >  48026 [ACK] Seq=1 Ack=7241 Win=43520 Len=0 TSval=552176871 TSecr=457398586
11,0.051954,192.168.2.2,192.168.1.2,TCP,66,58368,5001  >  48026 [ACK] Seq=1 Ack=14481 Win=58368 Len=0 TSval=552176920 TSecr=457398586
13,0.111743,192.168.2.2,192.168.1.2,TCP,66,72704,5001  >  48026 [ACK] Seq=1 Ack=21721 Win=72704 Len=0 TSval=552176980 TSecr=457398586
15,0.172553,192.168.2.2,192.168.1.2,TCP,66,75776,5001  >  48026 [ACK] Seq=1 Ack=23169 Win=75776 Len=0 TSval=552177041 TSecr=457398599
16,0.184963,192.168.2.2,192.168.1.2,TCP,66,78336,5001  >  48026 [ACK] Seq=1 Ack=24617 Win=78336 Len=0 TSval=552177053 TSecr=457398663
18,0.197059,192.168.2.2,192.168.1.2,TCP,66,81408,5001  >  48026 [ACK] Seq=1 Ack=26065 Win=81408 Len=0 TSval=552177065 TSecr=457398747
20,0.209741,192.168.2.2,192.168.1.2,TCP,66,84480,5001  >  48026 [ACK] Seq=1 Ack=27513 Win=84480 Len=0 TSval=552177078 TSecr=457398768
23,0.221454,192.168.2.2,192.168.1.2,TCP,66,87040,5001  >  48026 [ACK] Seq=1 Ack=28961 Win=87040 Len=0 TSval=552177090 TSecr=457398781
25,0.233478,192.168.2.2,192.168.1.2,TCP,66,90112,5001  >  48026 [ACK] Seq=1 Ack=30409 Win=90112 Len=0 TSval=552177102 TSecr=457398793
27,0.24556,192.168.2.2,192.168.1.2,TCP,66,92672,5001  >  48026 [ACK] Seq=1 Ack=31857 Win=92672 Len=0 TSval=552177114 TSecr=457398793
29,0.257702,192.168.2.2,192.168.1.2,TCP,66,95744,5001  >  48026 [ACK] Seq=1 Ack=33305 Win=95744 Len=0 TSval=552177126 TSecr=457398805
31,0.269759,192.168.2.2,192.168.1.2,TCP,66,98816,5001  >  48026 [ACK] Seq=1 Ack=34753 Win=98816 Len=0 TSval=552177138 TSecr=457398817
33,0.282224,192.168.2.2,192.168.1.2,TCP,66,101376,5001  >  48026 [ACK] Seq=1 Ack=36201 Win=101376 Len=0 TSval=552177151 TSecr=457398829
35,0.293976,192.168.2.2,192.168.1.2,TCP,66,107520,5001  >  48026 [ACK] Seq=1 Ack=39097 Win=107520 Len=0 TSval=552177162 TSecr=457398841
37,0.318571,192.168.2.2,192.168.1.2,TCP,66,110080,5001  >  48026 [ACK] Seq=1 Ack=40545 Win=110080 Len=0 TSval=552177187 TSecr=457398853
39,0.330355,192.168.2.2,192.168.1.2,TCP,66,113152,5001  >  48026 [ACK] Seq=1 Ack=41993 Win=113152 Len=0 TSval=552177199 TSecr=457398866
42,0.342408,192.168.2.2,192.168.1.2,TCP,66,116224,5001  >  48026 [ACK] Seq=1 Ack=43441 Win=116224 Len=0 TSval=552177211 TSecr=457398877
44,0.355495,192.168.2.2,192.168.1.2,TCP,66,121856,5001  >  48026 [ACK] Seq=1 Ack=46337 Win=121856 Len=0 TSval=552177224 TSecr=457398902
46,0.378767,192.168.2.2,192.168.1.2,TCP,66,127488,5001  >  48026 [ACK] Seq=1 Ack=49233 Win=127488 Len=0 TSval=552177247 TSecr=457398914
48,0.40326,192.168.2.2,192.168.1.2,TCP,66,130560,5001  >  48026 [ACK] Seq=1 Ack=50681 Win=130560 Len=0 TSval=552177272 TSecr=457398926
50,0.415083,192.168.2.2,192.168.1.2,TCP,66,136192,5001  >  48026 [ACK] Seq=1 Ack=53577 Win=136192 Len=0 TSval=552177283 TSecr=457398939
52,0.439572,192.168.2.2,192.168.1.2,TCP,66,142336,5001  >  48026 [ACK] Seq=1 Ack=56473 Win=142336 Len=0 TSval=552177308 TSecr=457398962
54,0.463546,192.168.2.2,192.168.1.2,TCP,66,144896,5001  >  48026 [ACK] Seq=1 Ack=57921 Win=144896 Len=0 TSval=552177332 TSecr=457398987
56,0.475667,192.168.2.2,192.168.1.2,TCP,66,151040,5001  >  48026 [ACK] Seq=1 Ack=60817 Win=151040 Len=0 TSval=552177344 TSecr=457398998
58,0.499874,192.168.2.2,192.168.1.2,TCP,66,156672,5001  >  48026 [ACK] Seq=1 Ack=63713 Win=156672 Len=0 TSval=552177368 TSecr=457399023
60,0.524844,192.168.2.2,192.168.1.2,TCP,66,159744,5001  >  48026 [ACK] Seq=1 Ack=65161 Win=159744 Len=0 TSval=552177393 TSecr=457399047
62,0.536551,192.168.2.2,192.168.1.2,TCP,66,165376,5001  >  48026 [ACK] Seq=1 Ack=68057 Win=165376 Len=0 TSval=552177405 TSecr=457399059
64,0.560461,192.168.2.2,192.168.1.2,TCP,66,171008,5001  >  48026 [ACK] Seq=1 Ack=70953 Win=171008 Len=0 TSval=552177429 TSecr=457399083
66,0.584696,192.168.2.2,192.168.1.2,TCP,66,177152,5001  >  48026 [ACK] Seq=1 Ack=73849 Win=177152 Len=0 TSval=552177453 TSecr=457399108
68,0.60917,192.168.2.2,192.168.1.2,TCP,66,182784,5001  >  48026 [ACK] Seq=1 Ack=76745 Win=182784 Len=0 TSval=552177477 TSecr=457399120
70,0.633586,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=79641 Win=185344 Len=0 TSval=552177502 TSecr=457399144
72,0.657359,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=82537 Win=185344 Len=0 TSval=552177526 TSecr=457399168
76,0.681562,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=85433 Win=185344 Len=0 TSval=552177550 TSecr=457399192
78,0.706123,192.168.2.2,192.168.1.2,TCP,66,185856,5001  >  48026 [ACK] Seq=1 Ack=86881 Win=185856 Len=0 TSval=552177574 TSecr=457399217
80,0.717955,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=89777 Win=185344 Len=0 TSval=552177586 TSecr=457399241
84,0.74212,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=92673 Win=185344 Len=0 TSval=552177610 TSecr=457399241
86,0.766327,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=95569 Win=185344 Len=0 TSval=552177634 TSecr=457399265
89,0.793488,192.168.2.2,192.168.1.2,TCP,66,185856,5001  >  48026 [ACK] Seq=1 Ack=97017 Win=185856 Len=0 TSval=552177662 TSecr=457399289
91,0.802668,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=99913 Win=185344 Len=0 TSval=552177671 TSecr=457399301
93,0.826881,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=102809 Win=185344 Len=0 TSval=552177695 TSecr=457399325
95,0.851254,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=105705 Win=185344 Len=0 TSval=552177719 TSecr=457399350
97,0.887449,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=110049 Win=185344 Len=0 TSval=552177755 TSecr=457399377
99,0.911851,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=112945 Win=185344 Len=0 TSval=552177780 TSecr=457399410
101,0.937197,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=115841 Win=185344 Len=0 TSval=552177805 TSecr=457399434
104,0.961509,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=118737 Win=185344 Len=0 TSval=552177830 TSecr=457399471
106,0.985947,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=121633 Win=185344 Len=0 TSval=552177854 TSecr=457399495
109,1.010525,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=124529 Win=185344 Len=0 TSval=552177878 TSecr=457399520
111,1.034078,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=127425 Win=185344 Len=0 TSval=552177902 TSecr=457399520
113,1.058296,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=130321 Win=185344 Len=0 TSval=552177926 TSecr=457399545
115,1.082603,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=133217 Win=185344 Len=0 TSval=552177951 TSecr=457399569
118,1.107509,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=136113 Win=185344 Len=0 TSval=552177975 TSecr=457399594
120,1.132043,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=139009 Win=185344 Len=0 TSval=552178000 TSecr=457399617
122,1.155979,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=141905 Win=185344 Len=0 TSval=552178024 TSecr=457399641
124,1.180232,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=144801 Win=185344 Len=0 TSval=552178048 TSecr=457399666
126,1.204482,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=147697 Win=185344 Len=0 TSval=552178072 TSecr=457399691
128,1.229027,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=150593 Win=185344 Len=0 TSval=552178097 TSecr=457399715
130,1.253555,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=153489 Win=185344 Len=0 TSval=552178121 TSecr=457399739
132,1.27715,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=156385 Win=185344 Len=0 TSval=552178145 TSecr=457399763
134,1.30154,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=159281 Win=185344 Len=0 TSval=552178169 TSecr=457399788
136,1.326019,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=162177 Win=185344 Len=0 TSval=552178194 TSecr=457399812
138,1.350531,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=165073 Win=185344 Len=0 TSval=552178218 TSecr=457399837
141,1.375192,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=167969 Win=185344 Len=0 TSval=552178243 TSecr=457399860
145,1.398953,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=170865 Win=185344 Len=0 TSval=552178267 TSecr=457399884
147,1.423375,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=173761 Win=185344 Len=0 TSval=552178291 TSecr=457399909
149,1.447555,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=176657 Win=185344 Len=0 TSval=552178315 TSecr=457399933
151,1.483743,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=181001 Win=185344 Len=0 TSval=552178351 TSecr=457399933
154,1.508338,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=183897 Win=185344 Len=0 TSval=552178376 TSecr=457399982
156,1.532198,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=186793 Win=185344 Len=0 TSval=552178400 TSecr=457400006
158,1.556441,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=189689 Win=185344 Len=0 TSval=552178424 TSecr=457400030
160,1.58063,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=192585 Win=185344 Len=0 TSval=552178448 TSecr=457400067
162,1.616958,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=196929 Win=185344 Len=0 TSval=552178485 TSecr=457400070
164,1.642084,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=199825 Win=185344 Len=0 TSval=552178510 TSecr=457400115
166,1.665423,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=202721 Win=185344 Len=0 TSval=552178533 TSecr=457400139
168,1.690232,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=205617 Win=185344 Len=0 TSval=552178558 TSecr=457400163
170,1.713844,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=208513 Win=185344 Len=0 TSval=552178581 TSecr=457400200
172,1.738151,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48026 [ACK] Seq=1 Ack=211409 Win=185344 Len=0 TSval=552178606 TSecr=457400225
