No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.001179,192.168.2.2,192.168.1.2,TCP,74,43440,"5001  >  45092 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=1023633281 TSecr=1378705553 WS=512"
7,0.001257,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  45092 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=1023633281 TSecr=1378705553
12,0.05067,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  45092 [ACK] Seq=1 Ack=17377 Win=38400 Len=0 TSval=1023633331 TSecr=1378705554
15,0.13496,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  45092 [ACK] Seq=1 Ack=27513 Win=38400 Len=0 TSval=1023633415 TSecr=1378705555
21,0.220362,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  45092 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=1023633500 TSecr=1378705555
23,0.232085,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  45092 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=1023633512 TSecr=1378705568
26,0.24388,192.168.2.2,192.168.1.2,TCP,66,35328,5001  >  45092 [ACK] Seq=1 Ack=46337 Win=35328 Len=0 TSval=1023633524 TSecr=1378705603
29,0.377156,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  45092 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=1023633657 TSecr=1378705628
31,0.401358,192.168.2.2,192.168.1.2,TCP,66,45568,5001  >  45092 [ACK] Seq=1 Ack=50681 Win=45568 Len=0 TSval=1023633681 TSecr=1378705687
33,0.41388,192.168.2.2,192.168.1.2,TCP,66,75776,5001  >  45092 [ACK] Seq=1 Ack=65913 Win=75776 Len=0 TSval=1023633694 TSecr=1378705688
37,0.541122,192.168.2.2,192.168.1.2,TCP,78,75776,[TCP Dup ACK 33#1] 5001  >  45092 [ACK] Seq=1 Ack=65913 Win=75776 Len=0 TSval=1023633821 TSecr=1378705744 SLE=65161 SRE=65913
39,0.548115,192.168.2.2,192.168.1.2,TCP,66,84480,5001  >  45092 [ACK] Seq=1 Ack=70257 Win=84480 Len=0 TSval=1023633828 TSecr=1378705772
42,0.58401,192.168.2.2,192.168.1.2,TCP,66,87552,5001  >  45092 [ACK] Seq=1 Ack=71705 Win=87552 Len=0 TSval=1023633864 TSecr=1378705784
44,0.596202,192.168.2.2,192.168.1.2,TCP,66,90112,5001  >  45092 [ACK] Seq=1 Ack=72401 Win=90112 Len=0 TSval=1023633876 TSecr=1378705784
46,0.602382,192.168.2.2,192.168.1.2,TCP,66,93184,5001  >  45092 [ACK] Seq=1 Ack=81089 Win=93184 Len=0 TSval=1023633882 TSecr=1378705796
48,0.675062,192.168.2.2,192.168.1.2,TCP,66,93184,5001  >  45092 [ACK] Seq=1 Ack=89777 Win=93184 Len=0 TSval=1023633955 TSecr=1378705929
52,0.747545,192.168.2.2,192.168.1.2,TCP,66,95232,5001  >  45092 [ACK] Seq=1 Ack=94121 Win=95232 Len=0 TSval=1023634027 TSecr=1378705953
54,0.783886,192.168.2.2,192.168.1.2,TCP,66,86528,5001  >  45092 [ACK] Seq=1 Ack=115841 Win=86528 Len=0 TSval=1023634063 TSecr=1378705966
56,0.966161,192.168.2.2,192.168.1.2,TCP,66,86528,5001  >  45092 [ACK] Seq=1 Ack=137561 Win=86528 Len=0 TSval=1023634246 TSecr=1378705966
59,1.147258,192.168.2.2,192.168.1.2,TCP,66,101376,5001  >  45092 [ACK] Seq=1 Ack=140457 Win=101376 Len=0 TSval=1023634427 TSecr=1378706093
61,1.171885,192.168.2.2,192.168.1.2,TCP,66,127488,5001  >  45092 [ACK] Seq=1 Ack=153489 Win=127488 Len=0 TSval=1023634451 TSecr=1378706100
64,1.280893,192.168.2.2,192.168.1.2,TCP,66,135680,5001  >  45092 [ACK] Seq=1 Ack=157833 Win=135680 Len=0 TSval=1023634560 TSecr=1378706136
67,1.316864,192.168.2.2,192.168.1.2,TCP,66,138752,5001  >  45092 [ACK] Seq=1 Ack=159281 Win=138752 Len=0 TSval=1023634596 TSecr=1378706148
69,1.328956,192.168.2.2,192.168.1.2,TCP,66,168960,5001  >  45092 [ACK] Seq=1 Ack=174273 Win=168960 Len=0 TSval=1023634608 TSecr=1378706154
72,1.454694,192.168.2.2,192.168.1.2,TCP,66,180224,5001  >  45092 [ACK] Seq=1 Ack=180065 Win=180224 Len=0 TSval=1023634734 TSecr=1378706227
76,1.5032,192.168.2.2,192.168.1.2,TCP,66,183296,5001  >  45092 [ACK] Seq=1 Ack=181001 Win=183296 Len=0 TSval=1023634782 TSecr=1378706227
78,1.51114,192.168.2.2,192.168.1.2,TCP,66,197632,5001  >  45092 [ACK] Seq=1 Ack=188241 Win=197632 Len=0 TSval=1023634790 TSecr=1378706299
81,1.571731,192.168.2.2,192.168.1.2,TCP,66,223744,5001  >  45092 [ACK] Seq=1 Ack=201273 Win=223744 Len=0 TSval=1023634851 TSecr=1378706335
84,1.682122,192.168.2.2,192.168.1.2,TCP,66,226816,5001  >  45092 [ACK] Seq=1 Ack=202721 Win=226816 Len=0 TSval=1023634961 TSecr=1378706518
87,1.695087,192.168.2.2,192.168.1.2,TCP,66,270336,5001  >  45092 [ACK] Seq=1 Ack=224441 Win=270336 Len=0 TSval=1023634974 TSecr=1378706699
92,1.877028,192.168.2.2,192.168.1.2,TCP,66,304640,5001  >  45092 [ACK] Seq=1 Ack=246161 Win=304640 Len=0 TSval=1023635156 TSecr=1378706723
95,2.058387,192.168.2.2,192.168.1.2,TCP,66,304640,5001  >  45092 [ACK] Seq=1 Ack=267881 Win=304640 Len=0 TSval=1023635337 TSecr=1378706723
97,2.240221,192.168.2.2,192.168.1.2,TCP,66,304640,5001  >  45092 [ACK] Seq=1 Ack=289601 Win=304640 Len=0 TSval=1023635519 TSecr=1378706832
101,2.421748,192.168.2.2,192.168.1.2,TCP,66,310784,5001  >  45092 [ACK] Seq=1 Ack=292497 Win=310784 Len=0 TSval=1023635700 TSecr=1378706859
104,2.446174,192.168.2.2,192.168.1.2,TCP,66,319488,5001  >  45092 [ACK] Seq=1 Ack=296841 Win=319488 Len=0 TSval=1023635725 TSecr=1378706868
106,2.483228,192.168.2.2,192.168.1.2,TCP,66,348160,5001  >  45092 [ACK] Seq=1 Ack=311321 Win=348160 Len=0 TSval=1023635762 TSecr=1378706880
108,2.603399,192.168.2.2,192.168.1.2,TCP,66,391680,5001  >  45092 [ACK] Seq=1 Ack=333041 Win=391680 Len=0 TSval=1023635882 TSecr=1378706880
110,2.785089,192.168.2.2,192.168.1.2,TCP,66,435200,5001  >  45092 [ACK] Seq=1 Ack=354761 Win=435200 Len=0 TSval=1023636064 TSecr=1378707006
113,2.966927,192.168.2.2,192.168.1.2,TCP,66,454144,5001  >  45092 [ACK] Seq=1 Ack=364297 Win=454144 Len=0 TSval=1023636245 TSecr=1378707054
116,3.047322,192.168.2.2,192.168.1.2,TCP,66,477184,5001  >  45092 [ACK] Seq=1 Ack=375881 Win=477184 Len=0 TSval=1023636326 TSecr=1378707062
118,3.14438,192.168.2.2,192.168.1.2,TCP,66,480256,5001  >  45092 [ACK] Seq=1 Ack=376481 Win=480256 Len=0 TSval=1023636423 TSecr=1378707062
120,3.149175,192.168.2.2,192.168.1.2,TCP,66,481280,5001  >  45092 [ACK] Seq=1 Ack=398201 Win=481280 Len=0 TSval=1023636428 TSecr=1378707123
122,3.33091,192.168.2.2,192.168.1.2,TCP,66,484352,5001  >  45092 [ACK] Seq=1 Ack=414129 Win=484352 Len=0 TSval=1023636609 TSecr=1378707123
124,3.464371,192.168.2.2,192.168.1.2,TCP,66,487424,5001  >  45092 [ACK] Seq=1 Ack=415577 Win=487424 Len=0 TSval=1023636743 TSecr=1378707233
126,3.47614,192.168.2.2,192.168.1.2,TCP,66,489984,5001  >  45092 [ACK] Seq=1 Ack=419921 Win=489984 Len=0 TSval=1023636754 TSecr=1378707246
128,3.512349,192.168.2.2,192.168.1.2,TCP,66,483840,5001  >  45092 [ACK] Seq=1 Ack=437297 Win=483840 Len=0 TSval=1023636791 TSecr=1378707371
130,3.658965,192.168.2.2,192.168.1.2,TCP,66,489984,5001  >  45092 [ACK] Seq=1 Ack=441641 Win=489984 Len=0 TSval=1023636937 TSecr=1378707428
133,3.696792,192.168.2.2,192.168.1.2,TCP,66,481280,5001  >  45092 [ACK] Seq=1 Ack=463361 Win=481280 Len=0 TSval=1023636975 TSecr=1378707609
135,3.878502,192.168.2.2,192.168.1.2,TCP,66,481280,5001  >  45092 [ACK] Seq=1 Ack=485081 Win=481280 Len=0 TSval=1023637157 TSecr=1378707791
138,4.060537,192.168.2.2,192.168.1.2,TCP,66,524800,5001  >  45092 [ACK] Seq=1 Ack=502457 Win=524800 Len=0 TSval=1023637338 TSecr=1378707883
140,4.205726,192.168.2.2,192.168.1.2,TCP,66,530432,5001  >  45092 [ACK] Seq=1 Ack=505353 Win=530432 Len=0 TSval=1023637484 TSecr=1378707973
142,4.230234,192.168.2.2,192.168.1.2,TCP,66,533504,5001  >  45092 [ACK] Seq=1 Ack=506801 Win=533504 Len=0 TSval=1023637508 TSecr=1378707997
144,4.242067,192.168.2.2,192.168.1.2,TCP,66,568320,5001  >  45092 [ACK] Seq=1 Ack=524177 Win=568320 Len=0 TSval=1023637520 TSecr=1378708034
147,4.387211,192.168.2.2,192.168.1.2,TCP,66,577024,5001  >  45092 [ACK] Seq=1 Ack=528521 Win=577024 Len=0 TSval=1023637665 TSecr=1378708154
