No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.003995,192.168.2.2,192.168.1.2,TCP,74,28960,"5001  >  48006 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=551906192 TSecr=457127907 WS=512"
7,0.004049,192.168.2.2,192.168.1.2,TCP,66,43520,5001  >  48006 [ACK] Seq=1 Ack=7241 Win=43520 Len=0 TSval=551906192 TSecr=457127907
11,0.052909,192.168.2.2,192.168.1.2,TCP,66,58368,5001  >  48006 [ACK] Seq=1 Ack=14481 Win=58368 Len=0 TSval=551906241 TSecr=457127907
13,0.113542,192.168.2.2,192.168.1.2,TCP,66,72704,5001  >  48006 [ACK] Seq=1 Ack=21721 Win=72704 Len=0 TSval=551906301 TSecr=457127907
15,0.174316,192.168.2.2,192.168.1.2,TCP,66,75776,5001  >  48006 [ACK] Seq=1 Ack=23169 Win=75776 Len=0 TSval=551906362 TSecr=457127923
16,0.186265,192.168.2.2,192.168.1.2,TCP,66,78336,5001  >  48006 [ACK] Seq=1 Ack=24617 Win=78336 Len=0 TSval=551906374 TSecr=457127982
18,0.19897,192.168.2.2,192.168.1.2,TCP,66,81408,5001  >  48006 [ACK] Seq=1 Ack=26065 Win=81408 Len=0 TSval=551906387 TSecr=457128066
20,0.211608,192.168.2.2,192.168.1.2,TCP,66,84480,5001  >  48006 [ACK] Seq=1 Ack=27513 Win=84480 Len=0 TSval=551906399 TSecr=457128089
23,0.22437,192.168.2.2,192.168.1.2,TCP,66,87040,5001  >  48006 [ACK] Seq=1 Ack=28961 Win=87040 Len=0 TSval=551906412 TSecr=457128102
25,0.235374,192.168.2.2,192.168.1.2,TCP,66,90112,5001  >  48006 [ACK] Seq=1 Ack=30409 Win=90112 Len=0 TSval=551906423 TSecr=457128114
27,0.24788,192.168.2.2,192.168.1.2,TCP,66,92672,5001  >  48006 [ACK] Seq=1 Ack=31857 Win=92672 Len=0 TSval=551906436 TSecr=457128114
29,0.259709,192.168.2.2,192.168.1.2,TCP,66,95744,5001  >  48006 [ACK] Seq=1 Ack=33305 Win=95744 Len=0 TSval=551906447 TSecr=457128127
31,0.271675,192.168.2.2,192.168.1.2,TCP,66,98816,5001  >  48006 [ACK] Seq=1 Ack=34753 Win=98816 Len=0 TSval=551906459 TSecr=457128138
33,0.283787,192.168.2.2,192.168.1.2,TCP,66,101376,5001  >  48006 [ACK] Seq=1 Ack=36201 Win=101376 Len=0 TSval=551906472 TSecr=457128151
35,0.29591,192.168.2.2,192.168.1.2,TCP,66,107520,5001  >  48006 [ACK] Seq=1 Ack=39097 Win=107520 Len=0 TSval=551906484 TSecr=457128163
37,0.320402,192.168.2.2,192.168.1.2,TCP,66,110080,5001  >  48006 [ACK] Seq=1 Ack=40545 Win=110080 Len=0 TSval=551906508 TSecr=457128174
39,0.33222,192.168.2.2,192.168.1.2,TCP,66,113152,5001  >  48006 [ACK] Seq=1 Ack=41993 Win=113152 Len=0 TSval=551906520 TSecr=457128187
41,0.344337,192.168.2.2,192.168.1.2,TCP,66,116224,5001  >  48006 [ACK] Seq=1 Ack=43441 Win=116224 Len=0 TSval=551906532 TSecr=457128199
44,0.356453,192.168.2.2,192.168.1.2,TCP,66,121856,5001  >  48006 [ACK] Seq=1 Ack=46337 Win=121856 Len=0 TSval=551906544 TSecr=457128223
47,0.381215,192.168.2.2,192.168.1.2,TCP,66,127488,5001  >  48006 [ACK] Seq=1 Ack=49233 Win=127488 Len=0 TSval=551906569 TSecr=457128235
49,0.405699,192.168.2.2,192.168.1.2,TCP,66,130560,5001  >  48006 [ACK] Seq=1 Ack=50681 Win=130560 Len=0 TSval=551906593 TSecr=457128247
51,0.417016,192.168.2.2,192.168.1.2,TCP,66,136192,5001  >  48006 [ACK] Seq=1 Ack=53577 Win=136192 Len=0 TSval=551906605 TSecr=457128259
53,0.441899,192.168.2.2,192.168.1.2,TCP,66,142336,5001  >  48006 [ACK] Seq=1 Ack=56473 Win=142336 Len=0 TSval=551906630 TSecr=457128284
56,0.465578,192.168.2.2,192.168.1.2,TCP,66,144896,5001  >  48006 [ACK] Seq=1 Ack=57921 Win=144896 Len=0 TSval=551906653 TSecr=457128308
58,0.478194,192.168.2.2,192.168.1.2,TCP,66,151040,5001  >  48006 [ACK] Seq=1 Ack=60817 Win=151040 Len=0 TSval=551906666 TSecr=457128320
61,0.502463,192.168.2.2,192.168.1.2,TCP,66,156672,5001  >  48006 [ACK] Seq=1 Ack=63713 Win=156672 Len=0 TSval=551906690 TSecr=457128345
63,0.527207,192.168.2.2,192.168.1.2,TCP,66,159744,5001  >  48006 [ACK] Seq=1 Ack=65161 Win=159744 Len=0 TSval=551906715 TSecr=457128368
65,0.539021,192.168.2.2,192.168.1.2,TCP,66,165376,5001  >  48006 [ACK] Seq=1 Ack=68057 Win=165376 Len=0 TSval=551906727 TSecr=457128381
67,0.563035,192.168.2.2,192.168.1.2,TCP,66,171008,5001  >  48006 [ACK] Seq=1 Ack=70953 Win=171008 Len=0 TSval=551906751 TSecr=457128405
69,0.587266,192.168.2.2,192.168.1.2,TCP,66,177152,5001  >  48006 [ACK] Seq=1 Ack=73849 Win=177152 Len=0 TSval=551906775 TSecr=457128430
71,0.611469,192.168.2.2,192.168.1.2,TCP,66,182784,5001  >  48006 [ACK] Seq=1 Ack=76745 Win=182784 Len=0 TSval=551906799 TSecr=457128442
73,0.635748,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=79641 Win=185344 Len=0 TSval=551906823 TSecr=457128466
75,0.659956,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=82537 Win=185344 Len=0 TSval=551906847 TSecr=457128490
78,0.684192,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=85433 Win=185344 Len=0 TSval=551906872 TSecr=457128514
80,0.708414,192.168.2.2,192.168.1.2,TCP,66,185856,5001  >  48006 [ACK] Seq=1 Ack=86881 Win=185856 Len=0 TSval=551906896 TSecr=457128538
82,0.720529,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=89777 Win=185344 Len=0 TSval=551906908 TSecr=457128563
84,0.744742,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=92673 Win=185344 Len=0 TSval=551906932 TSecr=457128563
86,0.769238,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=95569 Win=185344 Len=0 TSval=551906957 TSecr=457128587
88,0.793204,192.168.2.2,192.168.1.2,TCP,66,185856,5001  >  48006 [ACK] Seq=1 Ack=97017 Win=185856 Len=0 TSval=551906981 TSecr=457128611
90,0.805577,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=99913 Win=185344 Len=0 TSval=551906993 TSecr=457128623
92,0.82971,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=102809 Win=185344 Len=0 TSval=551907017 TSecr=457128647
94,0.85371,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=105705 Win=185344 Len=0 TSval=551907041 TSecr=457128672
96,0.890062,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=110049 Win=185344 Len=0 TSval=551907077 TSecr=457128696
98,0.91429,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=112945 Win=185344 Len=0 TSval=551907102 TSecr=457128732
100,0.938886,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=115841 Win=185344 Len=0 TSval=551907126 TSecr=457128756
103,0.96331,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=118737 Win=185344 Len=0 TSval=551907151 TSecr=457128793
105,0.986962,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=121633 Win=185344 Len=0 TSval=551907174 TSecr=457128817
108,1.011295,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=124529 Win=185344 Len=0 TSval=551907199 TSecr=457128841
110,1.035855,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=127425 Win=185344 Len=0 TSval=551907223 TSecr=457128841
113,1.060442,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=130321 Win=185344 Len=0 TSval=551907248 TSecr=457128866
115,1.08386,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=133217 Win=185344 Len=0 TSval=551907271 TSecr=457128890
118,1.108849,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=136113 Win=185344 Len=0 TSval=551907296 TSecr=457128914
120,1.133123,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=139009 Win=185344 Len=0 TSval=551907320 TSecr=457128938
122,1.157365,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=141905 Win=185344 Len=0 TSval=551907345 TSecr=457128963
124,1.181911,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=144801 Win=185344 Len=0 TSval=551907369 TSecr=457128986
126,1.206435,192.168.2.2,192.168.1.2,TCP,66,185344,5001  >  48006 [ACK] Seq=1 Ack=147697 Win=185344 Len=0 TSval=551907394 TSecr=457129011
