No.,Time,Source,Destination,Protocol,Length,Calculated window size,Info
4,0.001456,192.168.2.2,192.168.1.2,TCP,74,43440,"5001  >  45086 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1460 SACK_PERM=1 TSval=1023550654 TSecr=1378622926 WS=512"
7,0.001514,192.168.2.2,192.168.1.2,TCP,66,39936,5001  >  45086 [ACK] Seq=1 Ack=7241 Win=39936 Len=0 TSval=1023550654 TSecr=1378622926
12,0.05038,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  45086 [ACK] Seq=1 Ack=17377 Win=38400 Len=0 TSval=1023550703 TSecr=1378622927
15,0.135697,192.168.2.2,192.168.1.2,TCP,66,38400,5001  >  45086 [ACK] Seq=1 Ack=27513 Win=38400 Len=0 TSval=1023550788 TSecr=1378622927
19,0.219934,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  45086 [ACK] Seq=1 Ack=28961 Win=42496 Len=0 TSval=1023550872 TSecr=1378622927
21,0.232056,192.168.2.2,192.168.1.2,TCP,66,42496,5001  >  45086 [ACK] Seq=1 Ack=30409 Win=42496 Len=0 TSval=1023550885 TSecr=1378622942
24,0.244154,192.168.2.2,192.168.1.2,TCP,66,35328,5001  >  45086 [ACK] Seq=1 Ack=46337 Win=35328 Len=0 TSval=1023550897 TSecr=1378622975
26,0.377747,192.168.2.2,192.168.1.2,TCP,66,41984,5001  >  45086 [ACK] Seq=1 Ack=49233 Win=41984 Len=0 TSval=1023551030 TSecr=1378623001
29,0.402217,192.168.2.2,192.168.1.2,TCP,66,45568,5001  >  45086 [ACK] Seq=1 Ack=50681 Win=45568 Len=0 TSval=1023551055 TSecr=1378623060
31,0.413982,192.168.2.2,192.168.1.2,TCP,66,75776,5001  >  45086 [ACK] Seq=1 Ack=65913 Win=75776 Len=0 TSval=1023551066 TSecr=1378623061
35,0.541418,192.168.2.2,192.168.1.2,TCP,78,75776,[TCP Dup ACK 31#1] 5001  >  45086 [ACK] Seq=1 Ack=65913 Win=75776 Len=0 TSval=1023551194 TSecr=1378623117 SLE=65161 SRE=65913
37,0.548257,192.168.2.2,192.168.1.2,TCP,66,84480,5001  >  45086 [ACK] Seq=1 Ack=70257 Win=84480 Len=0 TSval=1023551201 TSecr=1378623145
39,0.584546,192.168.2.2,192.168.1.2,TCP,66,87552,5001  >  45086 [ACK] Seq=1 Ack=71705 Win=87552 Len=0 TSval=1023551237 TSecr=1378623157
41,0.596384,192.168.2.2,192.168.1.2,TCP,66,90112,5001  >  45086 [ACK] Seq=1 Ack=72401 Win=90112 Len=0 TSval=1023551249 TSecr=1378623157
44,0.602483,192.168.2.2,192.168.1.2,TCP,66,93184,5001  >  45086 [ACK] Seq=1 Ack=81089 Win=93184 Len=0 TSval=1023551255 TSecr=1378623169
46,0.675669,192.168.2.2,192.168.1.2,TCP,66,93184,5001  >  45086 [ACK] Seq=1 Ack=89777 Win=93184 Len=0 TSval=1023551328 TSecr=1378623302
49,0.748188,192.168.2.2,192.168.1.2,TCP,66,95232,5001  >  45086 [ACK] Seq=1 Ack=94121 Win=95232 Len=0 TSval=1023551400 TSecr=1378623327
51,0.78447,192.168.2.2,192.168.1.2,TCP,66,86528,5001  >  45086 [ACK] Seq=1 Ack=115841 Win=86528 Len=0 TSval=1023551437 TSecr=1378623338
54,0.965994,192.168.2.2,192.168.1.2,TCP,66,86528,5001  >  45086 [ACK] Seq=1 Ack=137561 Win=86528 Len=0 TSval=1023551618 TSecr=1378623339
